"run","Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
1,291272.3308122659,4142925.164034617,1834389.8437010741,0.0
1,291272.3308122659,4150620.2817690624,1849264.6990101277,0.0
1,291272.3308122659,4158291.467044926,1864139.5543191824,0.0
1,291272.3308122659,4165938.640087345,1879014.409628236,0.0
1,291272.3308122659,4173561.720855542,1893889.26493729,0.0
1,291272.3308122659,4181160.629041937,1908764.1202463442,0.0
1,291272.3308122659,4188735.2840712555,1923638.9755553983,0.0
1,291272.3308122659,4196285.605099642,1938270.1836051212,0.0
1,291272.3308122659,4203812.323171291,1785059.2328563377,0.0
1,291272.3308122659,4211874.833472341,1801155.3112862057,0.0
1,291272.3308122659,4219910.56521296,1817251.3897160734,0.0
1,291272.3308122659,4227919.429131285,1812943.931424838,0.0
1,291272.3308122659,4235969.347456972,1829836.918181423,0.0
1,291272.3308122659,4243989.788887892,1846729.9049380084,0.0
1,379192.55888259853,4164060.4270973927,1863352.3269577497,0.0
1,381175.8655199484,4169746.147460508,1879313.350784382,0.0
1,381175.8655199484,4177380.9234494283,1894841.985641821,0.0
1,381175.8655199484,4184989.386575454,1909889.1197483805,0.0
1,381175.8655199484,4192573.054131545,1924600.5558600556,0.0
1,381175.8655199484,4200132.962459116,1939311.99197173,0.0
1,381175.8655199484,4207669.032360741,1954023.4280834044,0.0
1,381175.8655199484,4215181.184374998,1968242.12148834,0.0
1,381175.8655199484,4222670.981251288,1789420.77993426,0.0
1,381175.8655199484,4230781.815255678,1803806.301670401,0.0
1,381175.8655199484,4238871.733634297,1818191.823406542,0.0
1,381175.8655199484,4246940.666668389,1832577.345142683,0.0
1,381175.8655199484,4254988.544406809,1846962.8668788243,0.0
1,381175.8655199484,4263015.296665235,1861348.3886149651,0.0
1,381175.8655199484,4271020.853025403,1875733.910351106,0.0
1,381175.8655199484,4279005.142834318,1890060.8315558874,0.0
1,381175.8655199484,4286968.29053858,1904077.9147698616,0.0
1,381175.8655199484,4294911.258457809,1918094.9979838359,0.0
1,381175.8655199484,4302833.979326055,1932112.0811978101,0.0
1,381175.8655199484,4310736.385653149,1946129.1644117841,0.0
1,381175.8655199484,4318618.409723954,1960146.2476257584,0.0
1,381175.8655199484,4326479.983597616,1974163.3308397331,0.0
1,381175.8655199484,4334321.0391068095,1988180.4140537072,0.0
1,381175.8655199484,4342141.507856986,1998530.561251396,0.0
1,381175.8655199484,4349953.544345671,2012740.790967624,0.0
1,381175.8655199484,4357744.253523598,2026307.7613761292,0.0
1,381175.8655199484,4365515.708497424,2027130.8479293915,0.0
1,381175.8655199484,4373310.324699318,2041458.1609139736,0.0
1,381175.8655199484,4381083.165245269,2055785.473898556,0.0
1,391682.9555409438,4378327.067528762,2070112.7868831388,0.0
1,404075.94287212694,4373628.127799732,2057484.1586669767,0.0
1,404075.94287212694,4381348.6076968415,2071718.2926469112,0.0
1,404075.94287212694,4389047.375413675,1972708.7047113192,0.0
1,427524.3097228907,4373653.470798586,1987587.6486203312,0.0
1,427524.3097228907,4381607.02353918,2001292.3166566854,0.0
1,427524.3097228907,4389541.405895455,2014725.5053332956,0.0
1,427524.3097228907,4397457.45889733,2028158.694009906,0.0
1,686559.6656569332,4146319.7655129125,2041591.8826865156,1.0
1,686559.6656569332,4153335.525122334,2054658.652587349,1.0
1,686559.6656569332,4160331.1146974503,2067725.4224881828,1.0
1,686559.6656569332,4167306.467004814,2080792.1923890167,1.0
1,686559.6656569332,4174261.5145868673,2093858.9622898498,1.0
1,686559.6656569332,4181196.18976119,2106925.7321906835,1.0
1,686559.6656569332,4188110.4246197594,2119992.502091517,1.0
1,686559.6656569332,4195004.151028187,2132508.9216514197,1.0
1,686559.6656569332,4201879.13512611,2144815.3489761767,1.0
1,686559.6656569332,4208736.014413276,2157121.776300933,1.0
1,686559.6656569332,4215574.728540318,2169428.2036256893,1.0
1,686559.6656569332,4222395.2169567,2181734.630950446,1.0
1,686559.6656569332,4229197.4189100545,2194041.0582752028,1.0
1,686559.6656569332,4235981.273445504,2206347.485599959,1.0
1,686559.6656569332,4242746.71940499,2143993.8568930924,1.0
1,691491.0054822098,4244811.222454753,2156855.3054190655,1.0
1,691491.0054822098,4251771.075511538,2169222.694003389,1.0
1,691491.0054822098,4258712.9034498995,2181590.0825877134,1.0
1,691491.0054822098,4265636.646186107,2089480.9064715826,1.0
1,691491.0054822098,4272890.498651822,2102665.4938016715,1.0
1,691491.0054822098,4280124.582001323,2115850.081131759,1.0
1,691491.0054822098,4287338.830337555,2129034.6684618476,1.0
1,691491.0054822098,4294533.177543808,2142219.255791936,1.0
1,691491.0054822098,4301707.55728298,2155403.843122024,1.0
1,691491.0054822098,4308861.902996851,2168588.4304521126,1.0
1,691491.0054822098,4315996.147905333,2181773.0177822006,1.0
1,691491.0054822098,4323110.225005744,2194957.605112289,1.0
1,691491.0054822098,4330204.067072056,2022454.1617430255,1.0
1,691491.0054822098,4337896.566756486,2036041.0836409118,1.0
1,691491.0054822098,4345569.418366871,2049574.9253050121,1.0
1,691491.0054822098,4353222.733343744,2062396.1424333095,1.0
1,789043.072567927,4263306.754894396,2075217.3595616068,1.0
1,789043.072567927,4270600.386212172,2087254.2422699993,1.0
1,789043.072567927,4277878.2066919785,2099291.1249783915,1.0
1,789043.072567927,4285140.163631024,2111328.0076867836,1.0
1,789043.072567927,4292386.204150839,2123364.890395176,1.0
1,789043.072567927,4299616.275196692,2082555.3469702813,1.0
1,789043.072567927,4307006.4782907795,2095487.208217064,1.0
1,789043.072567927,4314378.209191025,2108419.069463847,1.0
1,789043.072567927,4321731.406323449,2121350.9307106296,1.0
1,789043.072567927,4329066.007908826,2133854.2446073187,1.0
1,789043.072567927,4336383.380453165,2146303.455858949,1.0
1,789043.072567927,4343683.6468684785,2158752.667110578,1.0
1,789043.072567927,4350966.750134339,2171201.878362208,1.0
1,789043.072567927,4358232.633040246,2183651.0896138377,1.0
1,789043.072567927,4365481.238185001,2196100.3008654676,1.0
1,789043.072567927,4372712.507976065,2171700.049023759,1.0
1,789043.072567927,4380049.216172574,2184865.649882705,1.0
1,789043.072567927,4387366.494726873,2198031.2507416504,1.0
1,789043.072567927,4394664.278873491,2211196.8516005957,1.0
1,789043.072567927,4401942.503631067,2224020.572112024,1.0
1,789043.072567927,4409202.243402798,2236628.584779928,1.0
1,789043.072567927,4416444.155598208,2249236.597447833,1.0
1,789043.072567927,4423668.180792042,2261844.6101157377,1.0
1,789043.072567927,4430874.2593609635,2274452.6227836427,1.0
1,789043.072567927,4438062.331482887,2196544.620764875,1.0
1,789043.072567927,4445534.057185281,2209785.7322976035,1.0
1,894646.811110374,4347382.813059126,2222343.843861972,1.0
1,894646.811110374,4354466.276289784,2234624.7516025756,1.0
1,894646.811110374,4361532.414705409,2246905.65934318,1.0
1,894646.811110374,4368581.170556615,2259186.5670837834,1.0
1,894646.811110374,4375612.485901526,2271467.474824387,1.0
1,894646.811110374,4382626.302605116,2283748.382564991,1.0
1,894646.811110374,4389622.562338583,2296029.2903055944,1.0
1,894646.811110374,4396601.206578693,2308310.198046198,1.0
1,894646.811110374,4403562.176607135,2265279.322922901,1.0
1,1018640.7874023311,4286695.809827459,2278440.3364590737,1.0
1,1018640.7874023311,4293389.994738687,2158925.5790534955,1.0
1,1018640.7874023311,4300504.876124304,2138428.2168760025,1.0
1,1018640.7874023311,4307711.798321798,2153005.920834698,1.0
1,1018640.7874023311,4314894.151246756,2167583.624793393,1.0
1,1018640.7874023311,4322051.853001601,2182161.328752088,1.0
1,1018640.7874023311,4329184.821415766,2196440.7635541596,1.0
1,1018640.7874023311,4336293.968275305,2210456.3371084523,1.0
1,1018640.7874023311,4343380.093712527,2224440.9311900977,1.0
1,1018640.7874023311,4350443.224254269,2238109.2407444646,1.0
1,1018640.7874023311,4357484.337532636,2251777.5502988314,1.0
1,1018640.7874023311,4364503.360156749,2265445.8598531988,1.0
1,1018640.7874023311,4371500.218491093,2279114.1694075656,1.0
1,1018640.7874023311,4378474.838654705,2292782.4789619325,1.0
1,1018640.7874023311,4385427.146520348,2306450.788516299,1.0
1,1018640.7874023311,4392357.067713696,2216219.355742894,1.0
1,1018640.7874023311,4399610.860086932,2230805.3038297505,1.0
1,1018640.7874023311,4406840.211941122,2245391.251916607,1.0
1,1018640.7874023311,4414045.04180787,2259977.2000034633,1.0
1,1218164.5048934857,4221701.550456065,2274563.14809032,1.0
1,1218164.5048934857,4228192.011797284,2288746.7616093783,1.0
1,1218164.5048934857,4234656.82929791,2302930.375128436,1.0
1,1218164.5048934857,4241095.917478476,2317113.988647494,1.0
1,1218164.5048934857,4247509.19057458,2331297.602166552,1.0
1,1254067.340392394,4217993.727037031,2345481.21568561,1.0
1,1254067.340392394,4224235.435408203,2359044.447340931,1.0
1,1254067.340392394,4230452.738701761,2372607.6789962514,1.0
1,1254067.340392394,4236645.555567446,2386018.2808470246,1.0
1,1254067.340392394,4242814.313149847,2399215.840940534,1.0
1,1254067.340392394,4248959.641390545,2412413.4010340422,1.0
1,1254067.340392394,4255081.462191734,2425610.961127552,1.0
1,1254067.340392394,4261179.697195281,2438808.5212210612,1.0
1,1254067.340392394,4267254.267781862,2452006.0813145703,1.0
1,1254067.340392394,4273305.095070086,2465203.64140808,1.0
3,0.0,3832069.8595772544,3791547.091090352,0.0
3,0.0,3832204.935472211,3723007.6731622443,0.0
3,0.0,3832568.926346578,3696358.9271389614,0.0
3,0.0,3833022.95967727,3652352.941086629,0.0
3,0.0,3833625.193072572,3654926.5641230377,0.0
3,0.0,3834220.8551690704,3513804.9129965585,0.0
3,0.0,3835288.9083096455,3393991.4502447792,0.0
3,0.0,3836759.899836529,3327242.1832908867,0.0
3,0.0,3838458.2922250144,3131478.4420188884,0.0
3,0.0,3840814.8917257013,2884504.0991305513,0.0
3,0.0,3844002.5943676853,2666664.6307916557,0.0
3,0.0,3847927.0542462715,2307548.0381938275,0.0
3,8265.733610748284,3844795.917355699,2078765.0232458604,0.0
3,8265.733610748284,3850682.6870027315,1893100.5709025513,0.0
3,8265.733610748284,3857207.960723066,1869591.3651619612,0.0
3,8265.733610748284,3863833.349374936,1789604.9210259144,0.0
3,76823.36411561481,3802189.813631233,1415500.3526456247,0.0
3,125533.26451246711,3761435.544770999,1445184.4683940806,0.0
3,125533.26451246711,3769156.381692257,1220909.3695022871,0.0
3,125533.26451246711,3777650.538399556,1191102.4842599607,0.0
3,125533.26451246711,3786272.365246689,1221585.5231226678,0.0
3,125533.26451246711,3794821.321387102,1088278.5921173312,0.0
3,129232.71608144345,3800143.678915692,1021871.7219119971,0.0
3,129232.71608144345,3809404.5854390375,905709.315564457,0.0
3,129232.71608144345,3819083.569671953,938799.3286035275,0.0
3,158486.8010049022,3799430.4322187225,971487.41034083,0.0
3,158486.8010049022,3808856.9089583163,1002244.5280727282,0.0
3,333590.5467116057,3643108.5378545644,989767.6163265222,0.0
3,333590.5467116057,3651953.0075929915,1017719.3714221767,0.0
3,333590.5467116057,3660733.786380227,946933.5311506925,0.0
3,335506.8276812545,3667863.506261343,974154.5381661002,0.0
3,335506.8276812545,3676842.536154995,1000127.2017179466,0.0
3,335506.8276812545,3685764.920603119,978836.7229213007,0.0
3,335506.8276812545,3694788.0145953917,757811.6180698401,0.0
3,335506.8276812545,3704577.9359171432,765874.3542032005,0.0
3,335506.8276812545,3714373.6145228576,703860.9516688016,0.0
3,335506.8276812545,3724408.6567323706,732537.5288286097,0.0
3,335506.8276812545,3734381.560492051,760388.0712285275,0.0
3,356969.6594979608,3722832.040306223,739212.1459710057,0.0
3,368096.8074624332,3721650.291989534,767044.8901535397,0.0
3,368096.8074624332,3731498.976662321,794500.4574864471,0.0
3,368096.8074624332,3741288.9717262406,800963.2265452193,0.0
3,368096.8074624332,3751090.0575435124,828830.6222075833,0.0
3,368096.8074624332,3760830.9223279646,756289.9002684919,0.0
3,368096.8074624332,3770846.0590681634,690367.395836618,0.0
3,368096.8074624332,3781114.3212789353,666079.3730619133,0.0
3,441980.52004691877,3717614.0585218403,692951.6756833668,0.0
3,441980.52004691877,3727696.2664646343,719421.6437370221,0.0
3,472885.09725249343,3706819.271334819,745891.6117906772,0.0
3,472885.09725249343,3716689.0301999664,726560.5753230739,0.0
3,472885.09725249343,3726656.1250495566,753679.859769733,0.0
3,472885.09725249343,3736566.0459338226,769559.256620451,0.0
3,472885.09725249343,3746456.0685648667,710164.3348536041,0.0
3,472885.09725249343,3756577.0410105716,738256.277557448,0.0
3,513533.0433549947,3725990.1641195808,766304.9413912608,0.0
3,513533.0433549947,3735855.781528676,793683.6015569373,0.0
3,513533.0433549947,3745663.022128582,775669.0195171,0.0
3,513533.0433549947,3755563.0021372866,802242.2648576535,0.0
3,513533.0433549947,3765407.404594886,828157.4365036788,0.0
3,530108.3931223771,3758622.8880544743,854072.6081497042,0.0
3,530108.3931223771,3768304.7223208235,873366.3657299167,0.0
3,621116.277564059,3686946.6324011115,899659.3214447749,0.0
3,621116.277564059,3696237.590104299,905616.9459736157,0.0
3,621116.277564059,3705539.6589180683,931881.0420361295,0.0
3,698395.1590906705,3637506.306114397,957379.6077446151,0.0
3,698395.1590906705,3646440.06177563,981656.9230856692,0.0
3,794579.1283443612,3559138.702984239,1005054.6592705527,0.0
3,794579.1283443612,3567652.316463285,1027785.8862544545,0.0
3,794579.1283443612,3576118.537897315,1050368.2350236555,0.0
3,805894.4595571693,3573222.3743607528,1072492.7455010407,0.0
3,879270.6588019463,3508181.940545508,1067463.9063736447,0.0
3,879270.6588019463,3516317.66732608,1089404.1891687564,0.0
3,879270.6588019463,3524407.3789199386,999391.083855323,0.0
3,879270.6588019463,3532824.0999034876,1019711.2342942272,0.0
3,879270.6588019463,3541201.142788852,934640.9282604578,0.0
3,879270.6588019463,3549889.67683728,957815.8676468367,0.0
3,889355.1972127152,3548445.3844571467,980459.8235871256,0.0
3,889355.1972127152,3557005.336326713,1002728.2269514157,0.0
3,889355.1972127152,3565519.5933579644,920707.2076358487,0.0
3,889355.1972127152,3574335.634643705,852814.6334581267,0.0
3,889355.1972127152,3583407.371314324,876998.8858268664,0.0
3,889355.1972127152,3592428.7329326156,901183.1381956061,0.0
3,889355.1972127152,3601399.5515817385,925367.3905643458,0.0
3,889355.1972127152,3610319.658785131,949551.6429330854,0.0
3,913262.5564037112,3595281.526313641,973735.8953018255,0.0
3,913262.5564037112,3604020.011750348,997397.1021123094,0.0
3,913262.5564037112,3612708.7547824746,1020746.3246067378,0.0
3,913262.5564037112,3621348.629549727,1042675.2106129099,0.0
3,913262.5564037112,3629944.2076128507,1064504.4386990105,0.0
3,913262.5564037112,3638495.6735092304,1086333.6667851114,0.0
3,913262.5564037112,3647002.8801983106,1084543.0858963851,0.0
3,913262.5564037112,3655544.412845984,1106985.4556463547,0.0
3,913262.5564037112,3664039.6093699834,1129320.9833824793,0.0
3,913262.5564037112,3672488.6714566075,1049849.4398883993,0.0
3,913262.5564037112,3681230.8022285025,1072100.8007729,0.0
3,913262.5564037112,3689927.9022333547,1094192.0817229564,0.0
3,913262.5564037112,3698580.3549683895,1107175.2190169336,0.0
3,913262.5564037112,3707218.3720882274,1129460.2234446162,0.0
3,913262.5564037112,3715810.8992503732,1084646.1813284408,0.0
3,913262.5564037112,3724581.4483101126,1107715.112463789,0.0
3,913262.5564037112,3733304.3360962668,1130457.4360177126,0.0
3,913262.5564037112,3741980.4924298623,1152681.0572926975,0.0
3,913262.5564037112,3750611.4905469865,1174722.3760264292,0.0
3,913262.5564037112,3759197.787595388,1196763.694760161,0.0
3,913262.5564037112,3767739.2345715063,1218805.0134938932,0.0
3,913262.5564037112,3776235.681975099,1240846.3322276247,0.0
3,988708.7416796493,3709240.794531652,1262887.6509613567,0.0
3,988708.7416796493,3717395.3050102196,1284374.0648725932,0.0
3,988708.7416796493,3725505.3758106786,1305860.4787838298,0.0
3,988708.7416796493,3733570.858800768,1327346.892695066,0.0
3,997647.0324896278,3732653.3145444756,1348833.306606303,0.0
3,997647.0324896278,3740599.381237603,1267104.9649626482,0.0
3,1029804.378427916,3716687.0166868987,1183842.7694715958,0.0
3,1029804.378427916,3725129.8308442826,1206332.5466460232,0.0
3,1029804.378427916,3733525.821791611,1228318.3324845221,0.0
3,1029804.378427916,3741876.513422634,1250304.1183230213,0.0
3,1029804.378427916,3750181.7547396333,1272289.9041615203,0.0
3,1029804.378427916,3758441.3942415603,1294275.6900000193,0.0
3,1029804.378427916,3766655.2799223657,1215861.8836998441,0.0
3,1029804.378427916,3775157.9245764404,1238126.3337819332,0.0
3,1029804.378427916,3783614.696545756,1259764.5933262673,0.0
3,1029804.378427916,3792027.5302231545,1252328.8986951406,0.0
3,1029804.378427916,3800493.192328248,1274792.5521229045,0.0
3,1029804.378427916,3808912.1944622654,1297256.2055506685,0.0
3,1029804.378427916,3817284.381091971,1319719.8589784326,0.0
3,1029804.378427916,3825609.5961656827,1341992.433549221,0.0
3,1029804.378427916,3833888.320041071,1291982.7861325596,0.0
3,1029804.378427916,3842361.3384874337,1253831.9720284026,0.0
3,1029804.378427916,3850989.7697089636,1121463.7981052739,0.0
3,1078747.6223680058,3811144.94567422,1145581.151764395,0.0
3,1078747.6223680058,3820030.1583205867,1168714.8841874246,0.0
3,1086813.6937076715,3820801.8045613645,1191133.3526744887,0.0
3,1199204.6469627465,3717176.4128125794,1212420.5080318463,0.0
3,1359209.854725361,3565520.3913992345,1233303.6756502285,0.0
3,1359209.854725361,3573294.4471183983,1253720.8628221438,0.0
3,1359209.854725361,3581026.3590660524,1022895.3166222504,0.0
3,1359209.854725361,3589553.462540866,1045029.6328633716,0.0
3,1359209.854725361,3598035.20863979,1067163.9491044926,0.0
3,1359209.854725361,3606471.4461715748,1089298.2653456137,0.0
3,1359209.854725361,3614862.0234409943,1111215.9391548727,0.0
3,1427632.2386071812,3554785.126506795,979246.9202545882,0.0
3,1427632.2386071812,3563370.2538609696,1001186.4668269185,0.0
3,1427632.2386071812,3571910.8664844166,943886.0570694713,0.0
3,1427632.2386071812,3580670.9491824666,965976.6586189744,0.0
3,1427632.2386071812,3589386.5968176783,988067.2601684772,0.0
3,1427632.2386071812,3598057.6612731754,1010157.8617179804,0.0
3,1427632.2386071812,3606683.99393836,1032248.4632674832,0.0
3,1427632.2386071812,3615265.4457072625,1054339.064816986,0.0
3,1427632.2386071812,3623801.8669768968,1076429.666366489,0.0
3,1502971.468744844,3556953.8775079357,1098520.2679159918,0.0
3,1502971.468744844,3565148.656206576,1119832.6495557067,0.0
3,1502971.468744844,3573299.709562079,1141145.031195421,0.0
3,1502971.468744844,3581406.891823301,1162457.4128351356,0.0
3,1502971.468744844,3589470.056753262,1183769.7944748504,0.0
3,1502971.468744844,3597489.057627524,1205082.1761145648,0.0
3,1502971.468744844,3605463.747232567,1226394.5577542796,0.0
3,1502971.468744844,3613393.977864161,1247706.939393994,0.0
3,1502971.468744844,3621279.6013257294,1269019.3210337085,0.0
3,1502971.468744844,3629120.468926702,1290331.702673423,0.0
3,1647409.7277885221,3492478.1724372017,1311258.3781739748,0.0
3,1647409.7277885221,3499748.905084746,1330768.673157133,0.0
3,1647409.7277885221,3506978.8391911713,1350278.9681402908,0.0
3,1647409.7277885221,3514167.8387613413,1369789.2631234487,0.0
3,1647409.7277885221,3521315.7673468003,1389299.5581066064,0.0
3,1647409.7277885221,3528422.4880442685,1408809.8530897642,0.0
3,1647409.7277885221,3535487.863494117,1428320.1480729221,0.0
3,1647409.7277885221,3542511.755878854,1447830.44305608,0.0
3,1647409.7277885221,3549494.026921597,1467340.738039238,0.0
3,1647409.7277885221,3556434.537884538,1486851.0330223953,0.0
3,1647409.7277885221,3563333.149567412,1506169.277212982,0.0
3,1647409.7277885221,3570190.36247526,1525338.4642848254,0.0
3,1647409.7277885221,3577006.5354692293,1544507.6513566691,0.0
3,1647409.7277885221,3583781.5317496033,1563354.9249998652,0.0
3,1647409.7277885221,3590516.2871054355,1581499.2768213334,0.0
3,1647409.7277885221,3597213.01047305,1599643.6286428014,0.0
3,1647409.7277885221,3603871.575079151,1617787.9804642699,0.0
3,1647409.7277885221,3610491.853727868,1635932.3322857379,0.0
3,1647409.7277885221,3617073.7187993405,1654076.6841072063,0.0
3,1647409.7277885221,3623617.042248315,1512657.614596495,0.0
3,1647409.7277885221,3630653.573673821,1531839.4441646512,0.0
3,1647409.7277885221,3637649.6207721853,1551021.273732807,0.0
3,1647409.7277885221,3644605.0485956497,1570203.1033009626,0.0
3,1647409.7277885221,3651519.721746633,1588797.9679911886,0.0
3,1647409.7277885221,3658395.4609258175,1607216.6487367535,0.0
3,1647409.7277885221,3665232.7236331142,1624619.4676813425,0.0
3,1647409.7277885221,3672034.7678196197,1642022.286625932,0.0
3,1647409.7277885221,3678801.4760902654,1659425.1055705207,0.0
3,1647409.7277885221,3685532.7306586653,1676827.92451511,0.0
3,1647409.7277885221,3692228.4133458105,1694230.7434596992,0.0
3,1647409.7277885221,3698888.4055787646,1711633.5624042882,0.0
3,1647409.7277885221,3705512.5883893464,1729036.3813488774,0.0
3,1647409.7277885221,3712100.842412814,1746439.2002934664,0.0
3,1647409.7277885221,3718653.047886546,1763424.742662306,0.0
3,1647409.7277885221,3725170.4755706266,1779891.3005824282,0.0
3,1647409.7277885221,3731654.7394872536,1796357.85850255,0.0
3,1647409.7277885221,3738105.729090537,1812824.4164226726,0.0
3,1647409.7277885221,3744523.3334660963,1829290.9743427946,0.0
3,1647409.7277885221,3750907.441329841,1845757.5322629167,0.0
3,1692394.9738486481,3712272.694966604,1862224.090183039,0.0
3,1711382.062330854,3699452.435167011,1878516.0095987995,0.0
3,1711382.062330854,3705522.2232522382,1894584.7562742375,0.0
3,1711382.062330854,3711558.6814754982,1910653.5029496762,0.0
3,1711382.062330854,3717561.698737251,1926722.2496251143,0.0
3,1711382.062330854,3723531.163567625,1942790.9963005525,0.0
3,1711382.062330854,3729466.9641251825,1958331.1792161625,0.0
3,1711382.062330854,3735370.7500748793,1973497.052171114,0.0
3,1711382.062330854,3741243.6624012254,1988300.385413779,0.0
3,1711382.062330854,3747086.80665785,2002796.2547005937,0.0
3,1711382.062330854,3752901.108497708,2017292.1239874084,0.0
