"run","Assets","Defaulted Assets","tick"
5,3031308.9358724663,192424.00660647958,93.0
5,3037528.639059874,192424.00660647958,94.0
5,3043748.3422472826,192424.00660647958,95.0
5,3049968.0454346905,192424.00660647958,96.0
5,3055509.866719475,192424.00660647958,97.0
5,3060886.0757204136,192424.00660647958,98.0
5,3065979.0737548238,192424.00660647958,99.0
5,3071031.199415788,192424.00660647958,100.0
5,3076083.3250767533,192424.00660647958,101.0
5,3081135.450737718,192424.00660647958,102.0
5,3086187.5763986832,192424.00660647958,103.0
5,3091239.7020596475,359689.65417422843,104.0
5,3095645.8319144077,359689.65417422843,105.0
5,3100051.9617691673,359689.65417422843,106.0
5,3104458.0916239275,359689.65417422843,107.0
5,3108864.221478687,359689.65417422843,108.0
5,3113270.351333447,359689.65417422843,109.0
5,3117676.481188207,359689.65417422843,110.0
5,3122082.6110429666,359689.65417422843,111.0
5,3126488.7408977267,359689.65417422843,112.0
5,3130894.8707524864,359689.65417422843,113.0
5,3135301.000607246,359689.65417422843,114.0
5,3139707.1304620057,359689.65417422843,115.0
5,3144113.260316766,359689.65417422843,116.0
5,3148519.3901715255,359689.65417422843,117.0
5,3152925.5200262857,368078.4203976533,118.0
5,3156839.0743230516,368078.4203976533,119.0
5,3160752.6286198176,368078.4203976533,120.0
5,3164666.1829165835,406929.2337730564,121.0
5,3167982.4729637266,406929.2337730564,122.0
5,3171298.7630108693,558741.8225954927,123.0
5,3159294.339537346,558741.8225954927,124.0
5,3163521.3455158514,558741.8225954927,125.0
5,3167748.3514943565,558741.8225954927,126.0
5,3171975.3574728617,558741.8225954927,127.0
5,3176202.363451367,558741.8225954927,128.0
5,3180429.369429872,558741.8225954927,129.0
5,3184656.375408377,558741.8225954927,130.0
5,3188883.381386882,558741.8225954927,131.0
5,3193110.3873653873,558741.8225954927,132.0
5,3197337.393343893,558741.8225954927,133.0
