"run","TotalPercentChange"
1,0.0
1,0.07469646434049551
1,0.04198112483219712
1,0.4855622650965198
1,-0.5160854938302417
1,-0.10973194129012069
1,0.06523866353126985
1,0.09904046484892817
1,-0.2052824874773731
1,-0.022976804849019254
1,-0.0857135570046919
1,1.1658900219185284
1,-0.24932529070033055
1,-0.09885747887159113
1,-0.03204970522506359
1,0.6892917475920864
1,-0.3381141749539825
1,-0.8549618233600031
1,0.5814529388198855
1,-0.22573965394533857
1,-0.8333302327882777
1,1.7243005140000225
1,0.02935088010578539
1,0.010480356059079822
1,1.1185235943463838
1,-0.5214037976910315
1,-1.1875804528969838
1,0.9555454556520389
1,-0.6410404913902981
1,-1.3794039791601114
1,2.1710993436771333
1,-2.5749170009001117
1,1.9784019011323442
1,-1.8530267157973248
1,2.4798048178434886
1,-2.310484553499616
1,0.6726770672440926
1,0.5412337734663746
1,0.196222660920558
1,-0.31060765974375265
1,0.04712906074725562
1,2.9375240291698077
1,-2.688848085473403
1,2.0198083566161897
1,-1.6947031423978496
1,0.5164897693959114
1,-0.3522208229399873
1,0.2708432465365994
1,-0.332667893914933
1,-0.6836791211665256
1,0.08549039351360868
1,0.08518703449977956
1,3.957057381224105
1,-3.6432457140997667
1,1.5642253177973575
1,-1.3743926163722215
1,1.7495162946241432
1,0.6055750620774585
1,-0.33645694507558704
1,-0.8796976613150691
1,-1.2399356860477555
1,-1.3835434267527282
1,2.755508163444101
1,-0.8613073240885638
1,1.7072672068062935
1,-2.188981594837872
1,1.3051415322662396
1,0.03070305647658179
1,1.8195700257393805
1,-3.6157933064966756
1,0.10402044369661047
1,0.10363588997921365
1,5.236772508658731
1,-4.777505616980005
1,0.10488331733244363
1,0.10441397341881604
1,0.10394478828773075
1,4.024866801129056
1,-3.663642599675544
1,1.4704739380508478
1,-1.2340900170495022
1,0.10834037472159957
1,0.107866094789433
1,0.10739203450113372
1,2.7037685656268096
1,-2.4056029929337286
1,4.584790178311512
1,-4.129756855768679
1,0.139035992956336
1,6.499470366445779
1,-4.38655272035721
1,-1.3727507034641213
1,0.14408035608583578
1,0.1434569069502174
1,0.14283445755390256
1,3.8797524282913525
1,-3.601687838377717
1,0.14070289059999336
1,0.1401689649735835
1,0.13969342819955874
1,2.7871720200420222
1,0.9727889272562575
1,-3.2359396451373
1,0.14893608784704324
1,0.14844326355636933
1,0.1479514006339711
1,0.14746048914327223
1,0.14697051919834156
1,3.1255879947040834
1,-2.7469298841448855
1,0.14550616052962104
1,0.14501985890437943
1,0.1445344501363503
1,4.138537379592154
1,-3.678138399599086
1,0.16238773737549478
1,0.1618582249694634
1,0.16132996951853026
1,0.16080295920689489
1,3.715891827222935
1,-3.2737788691152945
1,3.482710516223474
1,-3.0578717045147434
1,2.764899837074268
1,-2.3828239592570233
1,-1.4348780233949472
1,0.1537761964998921
1,0.1533162523695132
1,0.1528573151200765
1,1.8541445964072774
1,4.5835175780025015
1,-5.694298754718394
1,0.1510314549793675
1,0.15057741760521137
1,0.15012433364487573
1,4.144159649317636
1,1.0178381105759435
1,-4.490160919676633
1,6.316161486942039
1,-5.632544729794893
1,4.012476637334522
1,-3.544716092273794
1,0.1617854924135256
1,0.16129334414900304
1,0.16080238559401897
1,0.16031260629446406
1,0.15982399586024473
1,0.15933654396431796
1,0.15885024034226675
1,0.1583650747912186
1,0.15788103716955693
1,0.15739811739582216
1,0.1569163054482174
1,0.1564574285562815
1,8.861331988729242
1,-7.852561462136077
1,0.15518009399873098
1,0.1547563095952947
1,0.15433350869400805
1,4.344789892784213
1,-3.8688173471356473
1,0.15307092759582153
1,-2.5418991280493732
1,0.147226889769364
1,6.495600175311818
