run,Defaulted Assets,Net Assets,Remaining Bank Assets,Bank Defaults
1,1000515.93533635,3816142.90345127,2002559.1627735,0
1,1000515.93533635,3822188.18258687,1981393.52902456,0
1,1000515.93533635,3828324.16476541,1890053.88776512,0
1,1000515.93533635,3834785.06568874,1905488.21297049,0
1,1000515.93533635,3841216.0551978,1920467.46455084,0
1,1000515.93533635,3847618.55049996,1935083.28431536,0
1,1000515.93533635,3853993.66805391,1949699.10407988,0
1,1000515.93533635,3860341.31660049,1964314.92384439,0
1,1010579.22458749,3856598.1153252,1938307.77849803,0
1,1010579.22458749,3862992.41644796,1953425.08428029,0
1,1010579.22458749,3869357.64088852,1951848.80086528,0
1,1010579.22458749,3875749.33702193,1966833.71343888,0
1,1010579.22458749,3882112.38910054,1981818.62601249,0
1,1037553.45709287,3861472.46913878,1996803.5385861,0
1,1037553.45709287,3867688.03224063,2011649.04798653,0
1,1162074.57886649,3749353.70708119,2026494.55738696,0
1,1162074.57886649,3755096.57091351,2041059.27147434,0
1,1177383.73593204,3745500.87151275,2055623.98556172,0
1,1177383.73593204,3751133.79446592,2069632.62573107,0
1,1177383.73593204,3756738.7983617,2083641.26590043,0
1,1177383.73593204,3762315.79013657,2097649.90606978,0
1,1177383.73593204,3767864.6764168,2111658.54623913,0
1,1233259.48492113,3717509.6145283,2125667.18640849,0
1,1233259.48492113,3722815.75595537,2138659.99724861,0
1,1233259.48492113,3728096.27515106,2151652.80808873,0
1,1233259.48492113,3733351.08670793,2164645.61892885,0
1,1233259.48492113,3738580.10493386,2177638.42976898,0
1,1233259.48492113,3743783.24385108,2190631.2406091,0
1,1233259.48492113,3748960.41719522,2203624.05144922,0
1,1233259.48492113,3754111.53841437,2216454.31664177,0
1,1233259.48492113,3759237.06248695,2228890.94448953,0
1,1233259.48492113,3764338.21621361,2240264.3714653,0
1,1233259.48492113,3769418.46236277,2251149.88895857,0
1,1233259.48492113,3774479.35760745,2262035.40645185,0
1,1233259.48492113,3779520.83744464,2261502.96977211,0
1,1233259.48492113,3784580.89700354,2272717.89162265,0
1,1233259.48492113,3789620.44035481,2283233.25562956,0
1,1233259.48492113,3794641.73097056,2293420.24131986,0
1,1233259.48492113,3799645.80260273,2096918.61371619,0
1,1233259.48492113,3805321.55989902,2107870.20877502,0
1,1233259.48492113,3810979.73106944,2118821.80383384,0
1,1233259.48492113,3816620.25749355,2129036.95318901,0
1,1233259.48492113,3822245.53517457,2138836.28907441,0
1,1233259.48492113,3827856.89932824,2148635.62495981,0
1,1233259.48492113,3833454.30357613,2158434.96084521,0
1,1233259.48492113,3839037.70138524,2168234.29673061,0
1,1233259.48492113,3844607.04606742,2178033.63261601,0
1,1233259.48492113,3850162.29077892,2187832.96850141,0
1,1233259.48492113,3855703.38851985,2197632.30438681,0
1,1233259.48492113,3861230.29213362,2207431.64027221,0
1,1233259.48492113,3866742.9543065,2217230.97615761,0
1,1233259.48492113,3872241.32756699,2226579.63745684,0
1,1233259.48492113,3877726.86653403,2235405.21962424,0
1,1233259.48492113,3883201.27202373,2023912.01449879,0
1,1233259.48492113,3889398.90288214,2033396.96110218,0
1,1233259.48492113,3895585.57602141,2042055.06656494,0
1,1233259.48492113,3901764.01105293,2050713.1720277,0
1,1233259.48492113,3907934.18051635,2059371.27749047,0
1,1233259.48492113,3914096.05685977,2068029.38295323,0
1,1233259.48492113,3920249.61243946,2076687.48841599,0
1,1233259.48492113,3926394.81951954,2085345.59387876,0
1,1233259.48492113,3932531.65027167,2094003.69934152,0
1,1233259.48492113,3938660.07677477,1873993.88343362,0
1,1233259.48492113,3945542.29741924,1883242.40240717,0
1,1233259.48492113,3952416.63040262,1892490.92138072,0
1,1233259.48492113,3959283.04943269,1901739.44035427,0
1,1233259.48492113,3966141.52812962,1806166.50657013,0
1,1233259.48492113,3973341.44486815,1815845.26719925,0
1,1233259.48492113,3980533.09879371,1824674.57150576,0
1,1233259.48492113,3987719.29388467,1833503.87581226,0
1,1233259.48492113,3994900.01194491,1842333.18011877,0
1,1233259.48492113,4002075.23471767,1851162.48442528,0
1,1233259.48492113,4009244.94388531,1859991.78873179,0
1,1233259.48492113,4016409.12106915,1868821.0930383,0
1,1233259.48492113,4023567.74782926,1877650.3973448,0
1,1233259.48492113,4030720.80566421,1886479.70165131,0
1,1233259.48492113,4037868.27601092,1895309.00595782,0
1,1233259.48492113,4045010.14024443,1904138.31026433,0
1,1233259.48492113,4052146.37967769,1816718.72293966,0
1,1233259.48492113,4059597.80520015,1826431.80649872,0
1,1233259.48492113,4067041.69186249,1836144.89005778,0
1,1233259.48492113,4074478.01453517,1845857.97361684,0
1,1233259.48492113,4081906.7480049,1855571.05717591,0
1,1233259.48492113,4089327.86697433,1865284.14073497,0
3,0,3822746.04944953,3801341.20176843,0
3,0,3822817.3989418,3779522.29387452,0
3,0,3822961.71595869,3728207.15351326,0
3,0,3823277.56450017,3642001.15474867,0
3,0,3823881.81919935,3473988.40260726,0
3,0,3825048.13058799,3403864.08034827,0
3,0,3826452.07742212,3406701.46227435,0
3,0,3827851.24613928,3411882.73455248,0
3,0,3829237.80784457,3422839.1179493,0
3,0,3830592.47014422,3270290.20972982,0
3,0,3832460.1443456,3283480.65242746,0
3,0,3834290.07598533,3224315.96182256,0
3,0,3836323.32303254,3178660.26463224,0
3,0,3838515.5332272,3154038.22708929,0
3,0,3840797.12424766,3166880.63325776,0
3,0,3843043.51255096,3120078.93250293,0
3,0,3845453.39448446,3135247.49321158,0
3,0,3847820.7474887,3126547.98305484,0
3,0,3850224.99003681,3058545.56663477,0
3,0,3852863.92144815,2779759.27423339,0
3,0,3856440.93693887,2614822.90288095,0
3,4084.77694147912,3856494.88677758,2633818.67753394,0
3,4084.77694147912,3860570.47414173,2651017.47964792,0
3,4084.77694147912,3864602.31745671,2596141.90986082,0
3,4084.77694147912,3868830.51881536,2474024.21740884,0
3,4084.77694147912,3873479.87315338,2283987.06455411,0
3,4084.77694147912,3878778.18251538,2216828.71232532,0
3,4084.77694147912,3884318.01408268,2189922.84798121,0
3,31156.7660812354,3862894.00882993,2210217.82355971,0
3,60668.9188443385,3838890.77668439,2108941.29620386,0
3,60668.9188443385,3844657.27495266,2003540.95261386,0
3,60668.9188443385,3850794.32936046,2024410.96151251,0
3,60668.9188443385,3856882.27391995,1965273.22856178,0
3,60668.9188443385,3863187.63740448,1920609.13207594,0
3,84200.6592951893,3846131.15863806,1941617.12104513,0
3,84200.6592951893,3852479.53876337,1962345.22858616,0
3,84200.6592951893,3858779.98646396,1792924.33080653,0
3,84200.6592951893,3865666.17198281,1799675.83864245,0
3,84200.6592951893,3872552.80642728,1822527.03488661,0
3,84200.6592951893,3879386.22566575,1645537.07695202,0
3,84200.6592951893,3886832.3894948,1586808.76176968,0
3,84200.6592951893,3894499.13492055,1523587.44374386,0
3,84200.6592951893,3902402.17389114,1549541.5870471,0
3,84200.6592951893,3910245.04251395,1559581.49380447,0
3,84200.6592951893,3918080.58767632,1586434.68290282,0
3,84200.6592951893,3925852.74069223,1613287.87200116,0
3,84200.6592951893,3933561.29025453,1640141.0610995,0
3,84200.6592951893,3941206.02435172,1666949.80004294,0
3,84200.6592951893,3948786.87843274,1692878.30387949,0
3,84200.6592951893,3956306.57368126,1718646.97226509,0
3,84200.6592951893,3963765.43901931,1744415.64065069,0
3,84200.6592951893,3971163.27168054,1769909.37727618,0
3,84200.6592951893,3978500.78466189,1795401.33523101,0
3,104536.002421574,3965442.43970027,1820893.29318584,0
3,104536.002421574,3972590.93685532,1845871.94066572,0
3,104536.002421574,3979680.00017595,1770998.04826203,0
3,104536.002421574,3987042.273349,1796763.47439453,0
3,104536.002421574,3994343.20267885,1772179.95808459,0
3,104536.002421574,4001750.41349416,1671234.55625751,0
3,104536.002421574,4009518.79968495,1542321.68932107,0
3,127574.865637676,3994703.92683673,1568248.16242037,0
3,127574.865637676,4002792.11271812,1593503.68683604,0
3,127574.865637676,4010823.07413772,1617561.0316194,0
3,127574.865637676,4018800.61427945,1577001.8352654,0
3,127574.865637676,4026939.94354283,1500777.15987377,0
3,127574.865637676,4035360.48615506,1526259.25421138,0
3,127574.865637676,4043724.15692821,1551741.34854899,0
3,127574.865637676,4052030.76628947,1576947.18760812,0
3,127574.865637676,4060281.04488508,1601875.12313517,0
3,127574.865637676,4068475.73129091,1626803.05866221,0
3,127574.865637676,4076614.64019967,1651730.99418925,0
3,127574.865637676,4084697.58568637,1621484.72027271,0
3,127574.865637676,4092908.29523775,1646463.36352115,0
3,127574.865637676,4101063.11167681,1551768.86869607,0
3,127574.865637676,4109560.75915341,1576892.65030615,0
3,127574.865637676,4118002.9861829,1451284.4156476,0
3,127574.865637676,4126892.04808469,1476890.45321895,0
3,179504.164655952,4083796.08771596,1502496.4907903,0
3,179504.164655952,4092400.41970572,1527450.69383825,0
3,179504.164655952,4100950.25212527,1481671.42992462,0
3,179504.164655952,4109681.18153261,1507405.87066276,0
3,179504.164655952,4118355.43256884,1533109.1745503,0
3,179504.164655952,4126972.92009557,1558812.47843784,0
3,179504.164655952,4135533.4549011,1584116.57506966,0
3,179504.164655952,4144038.17783387,1608285.8748688,0
3,179504.164655952,4152490.68551042,1632199.36643665,0
3,179504.164655952,4160891.656574,1655989.09936153,0
3,179504.164655952,4169241.33176471,1637670.03451102,0
3,179504.164655952,4177679.90275555,1662131.88748416,0
3,179504.164655952,4186065.06280646,1686593.7404573,0
3,297916.207856394,4075984.59068051,1710686.64328906,0
3,297916.207856394,4083868.91717182,1733869.00454097,0
3,297916.207856394,4091702.25021392,1756853.93700912,0
3,297916.207856394,4099485.0779246,1656819.26052324,0
3,297916.207856394,4107627.29731594,1585117.52370012,0
3,297916.207856394,4116035.663228,1609419.90066729,0
3,297916.207856394,4124391.0491032,1569288.21252253,0
3,297916.207856394,4132908.05855847,1594490.96576392,0
3,297916.207856394,4141369.44886778,1618112.273156,0
3,297916.207856394,4149780.30612015,1640857.94198282,0
3,297916.207856394,4158143.38066728,1663603.61080963,0
3,297916.207856394,4166458.51323347,1686349.27963644,0
3,297916.207856394,4174725.54401213,1593057.84711526,0
3,297916.207856394,4183331.10300179,1616359.37506676,0
3,297916.207856394,4191887.67542824,1639660.90301827,0
3,297916.207856394,4200395.09800294,1523470.15360667,0
3,297916.207856394,4209318.18115092,1546638.91492172,0
3,297916.207856394,4218193.77870502,1569422.99408354,0
3,297916.207856394,4227023.01465376,1554537.72522513,0
3,530687.622148136,4003159.88466011,1578122.45832762,1
3,530687.622148136,4011243.34274789,1601459.67041567,1
3,530687.622148136,4019275.954989,1484933.5513272,1
3,530687.622148136,4027723.7630012,1509000.12119543,1
3,530687.622148136,4036119.50847389,1533066.69106366,1
3,530687.622148136,4044463.01786525,1557133.26093189,1
3,530687.622148136,4052754.11705503,1581199.83080012,1
3,530687.622148136,4060992.63134255,1605266.40066835,1
3,530687.622148136,4069178.3854448,1629332.97053658,1
3,530687.622148136,4077311.20349449,1652887.19551372,1
3,530687.622148136,4085392.61685443,1675411.29331122,1
3,599244.15663892,4024869.35344212,1697108.73110058,1
3,599244.15663892,4032628.55551659,1717901.14824882,1
3,599244.15663892,4040344.31354082,1738693.56539705,1
3,599244.15663892,4048016.4827013,1759485.98254529,1
3,599244.15663892,4055644.91770182,1780278.39969352,1
3,599244.15663892,4063229.47276185,1801070.81684176,1
3,599244.15663892,4070770.00161492,1821863.23398999,1
3,599244.15663892,4078266.357507,1842655.65113823,1
3,599244.15663892,4085718.39319489,1811279.90646388,1
3,599244.15663892,4093299.85481733,1832849.41320814,1
3,599244.15663892,4100834.68962269,1854418.9199524,1
3,599244.15663892,4108322.74218826,1875988.42669666,1
3,599244.15663892,4115763.85657324,1897557.93344092,1
3,599244.15663892,4123157.87631701,1919127.44018518,1
3,599244.15663892,4130504.64443745,1940696.94692944,1
3,599244.15663892,4137804.00342914,1962266.4536737,1
3,599244.15663892,4145055.79526166,1983835.96041796,1
3,599244.15663892,4152259.86137781,2005405.46716222,1
3,599244.15663892,4159416.04269186,2026564.67594832,1
3,599244.15663892,4166525.54724767,2046907.51199134,1
3,599244.15663892,4173590.94069853,2066983.67306565,1
3,599244.15663892,4180612.96492397,2087059.83413995,1
3,599244.15663892,4187591.47535992,2107135.99521425,1
3,599244.15663892,4194526.3269604,2127212.15628856,1
3,599244.15663892,4201417.37419597,2147288.31736286,1
3,599244.15663892,4208264.47105209,2034110.48895203,1
3,599244.15663892,4215511.65099242,2055094.75752578,1
3,599244.15663892,4222713.04063731,2075628.81990067,1
3,599244.15663892,4229869.98803976,2095217.59610179,1
3,599244.15663892,4236985.49601289,2114322.45970167,1
3,599244.15663892,4244061.03946726,2024672.08654637,1
3,599244.15663892,4251459.00264366,2043770.17399907,1
3,599244.15663892,4258817.96540581,2062868.26145177,1
3,599244.15663892,4266137.79775233,2081966.34890446,1
3,599244.15663892,4273418.36924849,2101064.43635716,1
3,599244.15663892,4280659.54902479,2120162.52380986,1
3,599244.15663892,4287861.20577551,2138720.10656871,1
3,599244.15663892,4295025.00943953,2007983.79970688,1
3,599244.15663892,4302648.48013864,2026722.80788395,1
3,599244.15663892,4310234.89904616,2045461.81606103,1
3,599244.15663892,4317784.14265611,2064200.8242381,1
3,601601.271738404,4322938.97195135,2082939.83241517,1
3,601601.271738404,4330405.6357498,2101066.31204693,1
3,750895.420250563,4188542.61831665,2119192.79167869,1
3,750895.420250563,4195440.45107211,2136867.28828055,1
3,750895.420250563,4202302.36161475,2154541.7848824,1
3,750895.420250563,4209128.23020386,2172216.28148426,1
3,750895.420250563,4215917.93669959,2189647.7927483,1
3,750895.420250563,4222672.17051276,2206298.60154396,1
3,750895.420250563,4229393.41574266,2222949.41033962,1
3,750895.420250563,4236081.56242734,2239600.21913527,1
3,750895.420250563,4242736.50023831,2255426.0419199,1
3,750895.420250563,4249360.86843271,2271175.15558207,1
3,750895.420250563,4255954.82080887,2286394.49475685,1
3,750895.420250563,4262520.02189572,2258002.14121068,1
3,750895.420250563,4269201.74816467,2273922.53634953,1
3,750895.420250563,4275852.67887072,2289842.93148838,1
3,750895.420250563,4282472.71136199,2264232.09984467,1
3,750895.420250563,4289200.18006705,2281373.04541408,1
3,750895.420250563,4295892.93718256,2298513.9909835,1
3,750895.420250563,4302550.86700322,2315654.93655291,1
3,750895.420250563,4309173.85343806,2329775.40175313,1
3,750895.420250563,4315771.84827701,2222847.92952174,1
3,750895.420250563,4322748.26133952,2240771.5417955,1
3,750895.420250563,4329688.183738,2258695.15406926,1
3,750895.420250563,4336591.4938369,2276618.76634302,1
3,750895.420250563,4343458.06959521,2294542.37861678,1
3,750895.420250563,4350287.78856514,2312465.99089055,1
3,750895.420250563,4357080.52789072,2330080.57224105,1
3,750895.420250563,4363837.19440956,2347523.20711686,1
3,750895.420250563,4370558.24103387,2364965.84199267,1
3,750895.420250563,4377243.54903067,2382408.47686849,1
3,750895.420250563,4383892.99927121,2399851.1117443,1
3,750895.420250563,4390506.47222963,2417235.01630376,1
3,750895.420250563,4397084.04374939,2434006.03248268,1
3,750895.420250563,4403627.63712028,2450777.0486616,1
3,750895.420250563,4410137.1390818,2461409.42732676,1
3,766347.65134311,4401180.66702844,2478872.74117147,1
3,766347.65134311,4407588.36011463,2495836.352963,1
3,766347.65134311,4413960.86680514,2512799.96475452,1
3,766347.65134311,4420298.06981197,2529763.57654605,1
3,766347.65134311,4426599.85145619,2546727.18833757,1
3,803711.594926781,4395502.15008292,2563690.8001291,1
3,803711.594926781,4401608.1879161,2580411.26133149,1
3,803711.594926781,4407678.84433805,2597131.72253389,1
3,803711.594926781,4413714.00141073,2468520.16625843,1
3,803711.594926781,4420197.98086123,2483575.26897653,1
3,803711.594926781,4426653.38990085,2294336.72157677,1
3,803711.594926781,4433761.1121286,2310167.49348256,1
3,803711.594926781,4440839.75752408,2325998.26538836,1
3,803711.594926781,4447889.22916454,2341829.03729415,1
3,803711.594926781,4454909.4298041,2357659.80919994,1
3,803711.594926781,4461900.26187278,2373490.58110573,1
3,803711.594926781,4468861.62747534,2389321.35301152,1
3,803711.594926781,4475793.42839022,2404146.7508522,1
3,803711.594926781,4482698.91731535,2418756.97232743,1
3,803711.594926781,4489578.72379864,2433367.19380266,1
3,803711.594926781,4496432.76223196,2447977.41527789,1
3,803711.594926781,4503260.94672181,2462587.63675312,1
3,803711.594926781,4510063.19108837,2477197.85822835,1
3,803711.594926781,4516839.40886457,2491808.07970358,1
3,803711.594926781,4523589.51329511,2505845.3909439,1
3,803711.594926781,4530315.32703628,2345517.52019887,1
3,803711.594926781,4537597.9863924,2360368.35787557,1
3,803711.594926781,4544855.41848746,2375219.19555227,1
3,803711.594926781,4552087.53923058,2390070.03322897,1
3,803711.594926781,4559294.26425058,2404920.87090566,1
3,803711.594926781,4566475.50889506,2419771.70858236,1
3,803711.594926781,4573631.18822944,2386975.34635486,1
3,803711.594926781,4580920.04103569,2402447.55134941,1
3,803711.594926781,4588181.61600131,2417919.75634395,1
3,803711.594926781,4595415.82220017,2433391.9613385,1
3,803711.594926781,4602622.56840304,2448864.16633305,1
3,803711.594926781,4609801.76307661,2464336.3713276,1
3,803711.594926781,4616953.31438244,2479808.57632214,1
3,803711.594926781,4624077.13017597,2495280.78131669,1
3,803711.594926781,4631173.1180055,2510752.98631124,1
3,803711.594926781,4638241.18511115,2525539.20934563,1
3,803711.594926781,4645283.52503037,2540234.32474415,1
3,803711.594926781,4652300.35569799,2554929.44014267,1
5,0,3750015.42792066,3715987.13077707,0
5,0,3750128.85557781,3666061.30986301,0
5,0,3750409.08073019,3621945.83496577,0
5,0,3750837.2915494,3565892.7542978,0
5,0,3751453.77334024,3562496.2813224,0
5,0,3752083.63164697,3493581.23046171,0
5,0,3752945.30631759,3422276.11022041,0
5,0,3754047.53697124,3296688.62756273,0
5,0,3755572.06666927,3231996.05532842,0
5,0,3757317.32004041,3095555.42813652,0
5,0,3759523.19301342,2805019.07399535,0
5,0,3762704.87341015,2613173.35597187,0
5,22910.4700203163,3743626.17511463,2504493.87011228,0
5,22910.4700203163,3747756.6161313,2504658.46743041,0
5,22910.4700203163,3751900.27662697,2405085.48225979,0
5,95951.9277135147,3683348.20158166,2343798.73237451,0
5,95951.9277135147,3687813.36647902,2300112.83357653,0
5,95951.9277135147,3692439.03492203,1920490.60001518,0
5,95951.9277135147,3698345.52970505,1942652.91959838,0
5,95951.9277135147,3704197.83840541,1964154.97956652,0
5,95951.9277135147,3709997.9812682,1871946.37844988,0
5,95951.9277135147,3716124.81994427,1798463.69043899,0
5,95951.9277135147,3722517.02370928,1803375.73325698,0
5,95951.9277135147,3728914.16134413,1825207.01983825,0
5,95951.9277135147,3735259.85181581,1616046.79633441,0
5,138084.074909983,3700191.74813761,1526408.55957873,0
5,138084.074909983,3707437.69209948,1538428.7911252,0
5,157631.726299685,3695120.07037969,1553492.73672176,0
5,232315.758359293,3627574.79609894,1576162.30505032,0
5,320838.11907982,3545890.47701524,1490436.69776974,0
5,320838.11907982,3552741.98961273,1468313.79294574,0
5,320838.11907982,3559690.08360162,1489424.27132454,0
5,320838.11907982,3566590.96964254,1324315.9960965,0
5,397771.853758845,3497131.48487534,1345942.87910741,0
