run,Defaulted Assets,Net Assets,Remaining Bank Assets,Bank Defaults
5,397771.853758845,3504302.11356123,1366358.38943626,0
5,397771.853758845,3511428.59264165,1386527.887107,0
5,397771.853758845,3518511.59499343,1406697.38477774,0
5,402307.717120533,3521015.11233246,1426866.88244849,0
5,402307.717120533,3527995.60643208,1390394.56679553,0
5,402307.717120533,3535120.94323086,1408356.4675518,0
5,402307.717120533,3542210.15814979,1426318.36830807,0
5,402307.717120533,3549263.1307826,1444280.26906434,0
5,402307.717120533,3556279.74032166,1462113.64123531,0
5,402307.717120533,3563260.29398528,1393259.69391229,0
5,402307.717120533,3570493.62931886,1372347.84376221,0
5,402307.717120533,3577820.78193738,1390333.380826,0
5,402307.717120533,3585112.40660775,1408144.64803541,0
5,402307.717120533,3592368.96580299,1300235.75888283,0
5,402307.717120533,3600009.40982606,1319639.6475527,0
5,402307.717120533,3607610.64236697,1339043.53622256,0
5,486409.960346823,3531070.2894945,1257515.67066327,0
5,486409.960346823,3538648.8048906,1237015.72822648,0
5,486409.960346823,3546320.91514615,1191001.19458918,0
5,522003.821518674,3518578.11970949,1178789.59024963,0
5,522003.821518674,3526377.41480769,1200815.7061783,0
5,522003.821518674,3534129.28716979,1222841.82210698,0
5,620193.793053737,3443643.60718493,1244867.93803565,0
5,620193.793053737,3450972.85941543,1056999.38100746,0
5,620193.793053737,3458952.77101012,1078555.51965389,0
5,620193.793053737,3466887.42851464,1100111.65830032,0
5,620193.793053737,3474776.68108203,1099839.25708639,0
5,620193.793053737,3482693.13916201,1121454.69114714,0
5,620193.793053737,3490563.93398873,1088295.62588625,0
5,620193.793053737,3498571.49501574,1043746.33124079,0
5,653595.023211914,3473353.01540348,1065903.358861,0
5,653595.023211914,3481377.84759195,1087404.3471688,0
5,812544.275348566,3330408.50712338,1108604.87777214,0
5,812544.275348566,3337814.51922122,1060955.18160439,0
5,812544.275348566,3345404.0503466,1081922.86354101,0
5,812544.275348566,3352948.98763596,1102890.54547762,0
5,812544.275348566,3360449.18244315,1123858.22741424,0
5,812544.275348566,3367904.48562658,1144825.90935086,0
5,812544.275348566,3375314.7475475,1165793.59128747,0
5,812544.275348566,3382679.81806837,1186761.27322409,0
5,886727.522116485,3315816.29978326,1207728.9551607,0
5,886727.522116485,3322843.25759867,1228040.59778491,0
5,886727.522116485,3329825.93313138,1248352.24040912,0
5,886727.522116485,3336764.17877379,1268663.88303333,0
5,886727.522116485,3343657.84642626,1288553.40326332,0
5,886727.522116485,3350508.19457014,1308128.61429432,0
5,886727.522116485,3357316.12650439,1327107.38727128,0
5,886727.522116485,3364083.4889685,1346086.16024824,0
5,886727.522116485,3370810.1467309,1365064.93322519,0
5,961801.759649428,3302421.72657631,1384043.70620215,0
5,961801.759649428,3308816.31997756,1308289.45165273,0
5,961801.759649428,3315484.74287197,1308807.23579495,0
5,1043401.7379,3240573.68964498,1328717.47592699,0
5,1043401.7379,3246946.54369071,1347926.54569296,0
5,1043401.7379,3253276.6103507,1366522.03139496,0
5,1043401.7379,3259565.79228056,1384869.51203893,0
5,1043401.7379,3265814.77988136,1379911.39723777,0
5,1043401.7379,3272101.12449017,1271008.91233641,0
5,1043401.7379,3278771.43186402,1209641.16832928,0
5,1043401.7379,3285668.53274247,1229742.02417398,0
5,1043401.7379,3292521.62110437,1249842.88001868,0
5,1043401.7379,3299330.55024132,1269943.73586337,0
5,1043401.7379,3306095.17295591,1290044.59170807,0
5,1043401.7379,3312815.34156007,1234328.6554738,0
5,1043401.7379,3319743.63051369,1218371.26772593,0
5,1043401.7379,3326748.20505632,1238506.754071,0
5,1043401.7379,3333709.00989293,1258642.24041606,0
5,1043401.7379,3340625.89912452,1278777.72676113,0
5,1043401.7379,3347498.72636574,1211929.99505263,0
5,1043401.7379,3354617.28880345,1232580.8160465,0
5,1043401.7379,3361690.74371264,1253231.63704038,0
5,1043401.7379,3368718.94073488,1273882.45803425,0
5,1043401.7379,3375701.72901055,1294533.27902813,0
5,1043401.7379,3382638.95717716,1315184.10002201,0
5,1043401.7379,3389530.47336767,1335834.92101588,0
5,1043401.7379,3396376.12520884,1356340.02711779,0
5,1043401.7379,3403176.24553582,1376479.03403967,0
5,1043401.7379,3409931.90290747,1396106.01611682,0
5,1043401.7379,3416644.65586344,1415585.61274871,0
5,1043401.7379,3423314.85267382,1325154.45016399,0
5,1043401.7379,3430308.72068219,1340676.53907796,0
5,1043401.7379,3437274.16128753,1360074.04245161,0
5,1043401.7379,3444198.16168365,1378756.78293762,0
5,1043401.7379,3451082.96627948,1397439.52342362,0
5,1043401.7379,3457928.44442233,1416122.26390963,0
5,1043401.7379,3464734.46502404,1434236.77377396,0
5,1043401.7379,3471502.79066154,1451975.51881477,0
5,1068614.76058151,3453021.52555286,1469714.26385559,0
5,1068614.76058151,3459632.54975852,1486534.72474563,0
5,1068614.76058151,3466209.54250856,1502766.43337977,0
5,1068614.76058151,3472754.35287232,1518998.14201391,0
5,1068614.76058151,3479266.87357518,1475984.54047628,0
5,1192790.91114859,3361768.3307851,1493105.57294922,0
5,1192790.91114859,3367997.20664455,1509880.29289771,0
5,1261821.90478747,3305159.93605149,1525758.38760609,0
5,1261821.90478747,3311091.27454631,1540487.88116209,0
5,1261821.90478747,3316993.28585759,1555217.37471808,0
5,1261821.90478747,3322865.87222805,1569356.74585687,0
5,1261821.90478747,3328710.90264929,1583214.9208126,0
5,1261821.90478747,3334529.22258875,1589402.18106404,0
5,1261821.90478747,3340346.31272716,1513037.95667018,0
5,1261821.90478747,3346437.34058069,1527731.14913704,0
5,1344196.15967862,3270125.43966102,1542287.23148311,0
5,1344196.15967862,3275884.90035494,1555797.88606732,0
5,1344196.15967862,3281618.5237359,1568843.67685988,0
5,1344196.15967862,3287327.77322549,1581871.68144894,0
5,1344196.15967862,3293012.62686474,1594899.686038,0
5,1429150.32268613,3213718.84032665,1607927.69062706,0
5,1429150.32268613,3219071.47749232,1619936.50387395,0
5,1429150.32268613,3224401.92740438,1598438.43137378,0
5,1429150.32268613,3229821.80572448,1489429.96834052,0
5,1429150.32268613,3235623.1118491,1503359.90120869,0
5,1429150.32268613,3241397.32255123,1517177.98508324,0
5,1429150.32268613,3247144.72034279,1530507.91434357,0
5,1429150.32268613,3252866.84302945,1543133.93015169,0
5,1540350.0593302,3147366.21609498,1555679.68197314,1
5,1540350.0593302,3152671.83787538,1567537.4461625,1
5,1540350.0593302,3157955.61918109,1579395.21035186,1
5,1540350.0593302,3163217.48721052,1591252.97454122,1
5,1540350.0593302,3168457.36891942,1603110.73873058,1
5,1540350.0593302,3173675.19102005,1614968.50291994,1
5,1540350.0593302,3178870.87998038,1626826.2671093,1
5,1540350.0593302,3184044.36202329,1638684.03129866,1
5,1540350.0593302,3189195.5631257,1650541.79548802,1
5,1540350.0593302,3194324.40901783,1662399.55967738,1
5,1540350.0593302,3199430.8251823,1673467.02124007,1
5,1540350.0593302,3204517.37119544,1684461.07547498,1
5,1555757.33721231,3194176.9476324,1695455.12970989,1
5,1555757.33721231,3199172.68702548,1705328.90541614,1
5,1555757.33721231,3204152.16629751,1714990.04529384,1
5,1555757.33721231,3209116.04003419,1724651.18517155,1
5,1555757.33721231,3214064.25621706,1734312.32504925,1
5,1555757.33721231,3218996.76265429,1743973.46492695,1
5,1555757.33721231,3223913.50698005,1753634.60480466,1
5,1555757.33721231,3228814.43665396,1763295.74468236,1
5,1555757.33721231,3233699.49896054,1772956.88456006,1
5,1555757.33721231,3238568.64100854,1782618.02443777,1
5,1555757.33721231,3243421.80973044,1792279.16431547,1
5,1555757.33721231,3248258.95188182,1801940.30419317,1
5,1555757.33721231,3253080.01404079,1688061.10054713,1
5,1555757.33721231,3258296.74375243,1698286.09021054,1
5,1564062.61790277,3255191.49857378,1708511.07987395,1
5,1584917.10406751,3239492.61380471,1717615.75017669,1
5,1584917.10406751,3244565.53668347,1725831.09664062,1
5,1584917.10406751,3249627.98481694,1734046.44310455,1
5,1584917.10406751,3254679.92328932,1742261.78956848,1
5,1584917.10406751,3259721.31706839,1750477.13603241,1
5,1584917.10406751,3264752.13100518,1663258.11323786,1
5,1584917.10406751,3270090.44439773,1672743.50903904,1
5,1651574.02665795,3208758.01159182,1682228.90484022,1
5,1651574.02665795,3213846.44194766,1691308.32336275,1
5,1651574.02665795,3218921.56900961,1700387.74188528,1
5,1651574.02665795,3223983.34843336,1709467.16040782,1
5,1651574.02665795,3229031.73572678,1718546.57893035,1
5,1651574.02665795,3234066.68624943,1727625.99745288,1
5,1651574.02665795,3239088.15521209,1736705.41597541,1
5,1651574.02665795,3244096.09767621,1745784.83449794,1
5,1651574.02665795,3249090.46855347,1754864.25302047,1
5,1651574.02665795,3254071.22260525,1763943.671543,1
5,1851541.64176681,3059070.69933326,1773023.09006553,1
5,1851541.64176681,3063357.52469749,1781822.22505143,1
5,1851541.64176681,3067629.30902964,1790621.36003732,1
5,1851541.64176681,3071886.00219295,1799420.49502322,1
5,1851541.64176681,3076127.55388351,1808219.63000911,1
5,1851541.64176681,3080353.91362976,1817018.764995,1
5,1851541.64176681,3084565.03079188,1825817.8999809,1
5,1851541.64176681,3088760.85456125,1834617.03496679,1
5,1851541.64176681,3092941.3339599,1843416.16995268,1
5,1851541.64176681,3097106.41783992,1852215.30493858,1
5,1851541.64176681,3101256.05488292,1861014.43992447,1
5,1851541.64176681,3105390.19359945,1869813.57491036,1
5,1851541.64176681,3109508.78232842,1878478.54025677,1
5,1851541.64176681,3113612.21646865,1886721.51850654,1
5,1851541.64176681,3117701.85212853,1894964.49675631,1
5,1851541.64176681,3121777.6433131,1903207.47500607,1
5,1851541.64176681,3125839.54387413,1911450.45325584,1
5,1851541.64176681,3129887.50750952,1919693.43150561,1
5,1851541.64176681,3133921.48776287,1927936.40975538,1
5,1851541.64176681,3137941.43802289,1936179.38800514,1
5,1851541.64176681,3141947.31152295,1944422.36625491,1
5,1851541.64176681,3145939.06134051,1952665.34450468,1
5,1851541.64176681,3149916.64039663,1960908.32275444,1
5,1851541.64176681,3153880.00145544,1969151.30100421,1
5,1851541.64176681,3157829.09712361,1977394.27925398,1
5,1851541.64176681,3161763.87984984,1985637.25750374,1
5,1851541.64176681,3165684.30192433,1993880.23575351,1
5,1851541.64176681,3169590.31547823,2002123.21400328,1
5,1851541.64176681,3173481.87248315,2010280.25369207,1
5,1851541.64176681,3177359.21121245,1986446.45612239,1
5,1851541.64176681,3181328.92039609,1994689.40768742,1
5,1851541.64176681,3185284.38543845,2002699.1647475,1
5,1851541.64176681,3189226.33617408,2010708.92180757,1
5,1851541.64176681,3193154.72755531,2018718.67886765,1
5,1851541.64176681,3197069.51438427,2026728.43592773,1
5,1851541.64176681,3200970.65131245,2034738.1929878,1
5,1851541.64176681,3204858.0928402,2042747.95004788,1
5,1851541.64176681,3208731.79331618,2050757.70710796,1
5,1851541.64176681,3212591.70693687,2058767.46416804,1
5,1851541.64176681,3216437.7877461,2066777.22122811,1
5,1851541.64176681,3220269.9896345,2074341.6020902,1
5,1851541.64176681,3224089.75092631,2081751.35554243,1
5,1851541.64176681,3227897.54557759,2089161.10899467,1
5,1851541.64176681,3231693.33369953,2096570.86244691,1
5,1851541.64176681,3235477.07527037,2103980.61589915,1
5,1851541.64176681,3239248.73013495,2111390.36935138,1
5,1851541.64176681,3243008.25800422,2118800.12280362,1
7,0,3822746.04944953,3785728.71300246,0
7,0,3822869.44057102,3761709.00366439,0
7,0,3823073.30869404,3730779.12607368,0
7,0,3823380.95596944,3692273.04753143,0
7,0,3823817.9823309,3653772.81299835,0
7,0,3824384.79956201,3612561.40573082,0
7,0,3825090.87754145,3562073.98688991,0
7,0,3825967.60051029,3520145.50268772,0
7,0,3826987.00750303,3492219.05163864,0
7,0,3828102.90068924,3350362.79493033,0
7,0,3829695.36770844,3359607.92393985,0
7,0,3831262.32585433,3312375.250754,0
7,0,3832991.949438,3323811.03789961,0
7,0,3834689.21914313,3166154.59821695,0
7,0,3836917.66787955,3168775.3613925,0
7,2823.34330563218,3836321.46559554,3134581.94633904,0
7,2823.34330563218,3838660.5973264,2837415.89257791,0
7,2823.34330563218,3841998.07967556,2783155.38780568,0
7,2823.34330563218,3845527.55531513,2580391.27121347,0
7,2823.34330563218,3849744.67626213,2575942.15735342,0
7,2823.34330563218,3853990.68465849,2480493.5826173,0
7,2823.34330563218,3858569.00833196,2496663.28639532,0
7,2823.34330563218,3863108.69407175,2281946.14599849,0
7,2823.34330563218,3868379.23589866,1987401.75770929,0
7,2823.34330563218,3874649.16082596,1991174.40753411,0
7,2823.34330563218,3880927.4100036,1910598.86135651,0
7,2823.34330563218,3887495.17183243,1812762.95930556,0
7,2823.34330563218,3894410.94587418,1746329.09668486,0
7,2823.34330563218,3901571.21870481,1766027.74932282,0
7,2823.34330563218,3908689.69693609,1745681.25283579,0
7,2823.34330563218,3915899.72508309,1765630.08309745,0
7,2823.34330563218,3923067.29055637,1785264.23663073,0
7,2823.34330563218,3930193.30073613,1683071.1993638,0
7,2823.34330563218,3937683.7077407,1704646.95210314,0
7,19980.5225324722,3927969.98436599,1726222.70484248,0
7,19980.5225324722,3935309.1419644,1645848.94369956,0
7,19980.5225324722,3942940.67595861,1667031.97066181,0
7,19980.5225324722,3950527.0383096,1688214.99762406,0
7,19980.5225324722,3958068.07844522,1490831.0510708,0
7,19980.5225324722,3966292.2018698,1337543.94454581,0
7,19980.5225324722,3975054.69606088,1359720.65354075,0
7,19980.5225324722,3983772.47620262,1381679.9267719,0
7,60942.4858793053,3951484.15468722,1403587.92183896,0
7,60942.4858793053,3959977.14213005,1425083.82660879,0
7,60942.4858793053,3968426.78651512,1445846.57923202,0
7,60942.4858793053,3976835.38720606,1465911.28766861,0
7,60942.4858793053,3985205.13420452,1321357.33907581,0
7,60942.4858793053,3994084.62685495,1342335.29366341,0
7,74135.6516602734,3989730.62551796,1363263.15360333,0
7,74135.6516602734,3998485.517091,1383177.02553679,0
7,74135.6516602734,4007203.21206285,1403077.63913932,0
7,74135.6516602734,4015883.63063926,1422978.25274184,0
7,74135.6516602734,4024526.64856559,1442878.86634437,0
7,74135.6516602734,4033132.14117299,1462779.47994689,0
7,74135.6516602734,4041699.98337708,1390271.69750469,0
7,74135.6516602734,4050538.07766332,1410172.31110721,0
7,74135.6516602734,4059339.29688518,1429818.55098354,0
7,74135.6516602734,4068104.36603818,1449102.3565347,0
7,74135.6516602734,4076834.37273653,1467276.74070937,0
7,74135.6516602734,4085532.89817662,1485004.49829196,0
7,74135.6516602734,4094201.32617623,1502732.25587454,0
7,74135.6516602734,4102839.55641057,1520041.76599821,0
7,74135.6516602734,4111448.88237861,1509434.06160621,0
7,74135.6516602734,4120122.26511452,1526970.20413028,0
7,74135.6516602734,4128766.1053178,1505277.29484457,0
7,74135.6516602734,4137511.06801938,1523225.03449354,0
7,74135.6516602734,4146225.3547978,1478373.47238866,0
7,74135.6516602734,4155118.19440583,1496916.92689757,0
7,74135.6516602734,4163978.86529753,1515460.38140648,0
7,74135.6516602734,4172807.26024383,1534003.83591539,0
7,74135.6516602734,4181603.27165826,1552547.2904243,0
7,119181.783263012,4145320.65999296,1571090.7449332,0
7,119181.783263012,4153901.4263765,1589381.54010028,0
7,119181.783263012,4162449.82599742,1607672.33526735,0
7,119181.783263012,4170965.75096652,1625963.13043443,0
7,119181.783263012,4179449.09303496,1644253.9256015,0
7,119181.783263012,4187899.74359307,1661980.44828414,0
7,119181.783263012,4196319.47457744,1679493.62470002,0
7,119181.783263012,4204708.89407703,1696487.55379782,0
7,119181.783263012,4213069.63187796,1713397.72170554,0
7,119181.783263012,4221401.87157853,1729673.31522743,0
7,119181.783263012,4229707.63343304,1686459.97985826,0
7,119181.783263012,4238185.12561162,1703266.67098157,0
7,119181.783263012,4246634.85379372,1720041.15093381,0
7,119181.783263012,4255056.83280325,1736815.63088605,0
7,119181.783263012,4263450.97014298,1642724.52092723,0
7,119181.783263012,4272186.7249737,1659795.94858784,0
7,119181.783263012,4280894.69422832,1676833.99223333,0
7,119181.783263012,4289574.8965683,1693872.03587883,0
7,119181.783263012,4298227.23943726,1710910.07952432,0
7,119181.783263012,4306851.62997031,1727948.12316981,0
7,119181.783263012,4315447.97499298,1744819.68929807,0
7,119181.783263012,4324016.73594529,1761685.34671246,0
7,119181.783263012,4332557.84057607,1777760.56712359,0
7,119181.783263012,4341073.83148758,1793665.39653459,0
7,119181.783263012,4349565.19293742,1809570.22594558,0
7,119181.783263012,4358031.84282739,1825475.05535658,0
7,119181.783263012,4366473.69878563,1841379.88476758,0
7,119181.783263012,4374890.67816569,1679999.49375806,0
7,119181.783263012,4383873.64878038,1696226.21009394,0
7,119181.783263012,4392832.47357601,1712452.92642982,0
7,119181.783263012,4401767.07206649,1590752.42084485,0
7,119181.783263012,4411137.1209039,1607656.1716072,0
7,119181.783263012,4420482.05740156,1624559.92236955,0
7,119181.783263012,4429801.79785166,1641463.6731319,0
7,119181.783263012,4439096.25826739,1658367.42389426,0
7,119181.783263012,4448365.35438197,1675271.17465661,0
7,119181.783263012,4457609.00164772,1691889.21234458,0
7,119181.783263012,4466828.06761207,1708038.19351258,0
7,119181.783263012,4476024.03385906,1724187.17468058,0
7,119181.783263012,4485196.82338966,1740336.15584859,0
7,119181.783263012,4494346.35894813,1756485.13701659,0
7,119181.783263012,4503472.56302124,1772634.11818459,0
7,119181.783263012,4512575.35783736,1788783.0993526,0
7,119181.783263012,4521654.66536564,1773814.5375161,0
7,119181.783263012,4530814.13245847,1790600.61191813,0
7,119181.783263012,4539948.17752694,1807386.68632017,0
7,160540.280970016,4507698.21812396,1824172.7607222,0
7,160540.280970016,4516643.30298197,1840363.1202643,0
7,160540.280970016,4525564.23692436,1856553.4798064,0
7,160540.280970016,4534460.93944809,1872743.83934849,0
7,169712.583170994,4534161.02758077,1888934.19889059,0
7,231568.562518292,4481122.47099578,1904513.80945943,0
7,231568.562518292,4489711.16653423,1919956.96514156,0
7,231568.562518292,4498277.01387221,1935400.12082369,0
7,231732.954763396,4506655.54460393,1950843.27650582,0
7,231732.954763396,4515174.91883092,1965970.57160684,0
7,231732.954763396,4523672.26665501,1913582.22514008,0
7,231732.954763396,4532372.56679339,1929386.55466758,0
7,231732.954763396,4541049.18683381,1945190.88419507,0
7,231732.954763396,4549702.04784261,1960941.98566437,0
7,231732.954763396,4558331.24804987,1976062.70971425,0
7,231732.954763396,4566938.80984432,1991028.40148402,0
7,231732.954763396,4575525.17787219,2005994.0932538,0
7,231732.954763396,4584090.28148758,2020959.78502357,0
7,231732.954763396,4592634.04980913,2035925.47679335,0
7,231732.954763396,4601156.41171918,2050891.16856312,0
7,231732.954763396,4609657.29586303,2065856.86033289,0
7,231732.954763396,4618136.63064813,2080822.55210267,0
7,231732.954763396,4626594.34424329,2052968.94781507,0
7,231732.954763396,4635173.09556471,2068704.47905513,0
7,231732.954763396,4643727.99095308,2084440.01029519,0
7,305625.141244218,4578366.76440778,2100175.54153525,0
7,305625.141244218,4586627.40181736,2115281.75502858,0
7,305625.141244218,4594865.22063999,2130387.96852192,0
7,305625.141244218,4603080.14481372,2145494.18201526,0
7,305625.141244218,4611272.09802304,2160600.39550859,0
7,305625.141244218,4619441.00369809,2175706.60900193,0
7,305625.141244218,4627586.78501375,2190812.82249527,0
7,306503.984957437,4634830.52117559,2205919.0359886,0
7,306503.984957437,4642926.89279288,2220465.64144865,0
7,473157.95074256,4484347.79784557,2235012.24690871,0
7,473157.95074256,4491845.58301536,2249100.13499635,0
7,473157.95074256,4499321.40117542,2263188.023084,0
7,473157.95074256,4506775.17910239,2277275.91117165,0
7,473157.95074256,4514206.84332883,2290527.04879626,0
7,667628.045550861,4327149.0145023,2295085.35498348,0
7,667628.045550861,4333922.56003403,2308232.83256855,0
7,667628.045550861,4340674.85912559,2321372.71019532,0
7,667628.045550861,4347405.86628869,2334094.49892783,0
7,667628.045550861,4354116.90417989,2346792.61791552,0
7,667628.045550861,4360807.98513411,2359490.73690322,0
7,667628.045550861,4367479.04262821,2212224.24185041,0
7,667628.045550861,4374663.22529747,2225374.84452115,0
7,667628.045550861,4381827.51990006,2238525.44719189,0
7,827835.662896619,4228764.24279666,2251676.04986263,0
7,827835.662896619,4235354.53677311,2264374.16885032,0
7,827835.662896619,4241924.47133285,2277072.28783802,0
7,827835.662896619,4248473.97861116,2289388.44950873,0
7,827835.662896619,4255004.26370817,2301449.47526239,0
7,827835.662896619,4261516.11300299,2312848.33162243,0
7,827835.662896619,4268011.67227426,2324232.32294962,0
7,827835.662896619,4274490.93677201,2335616.31427681,0
7,827835.662896619,4280953.85218033,2346544.51853459,0
7,827835.662896619,4287401.88329248,2356977.8772492,0
7,827835.662896619,4293836.62997929,2367278.14832115,0
7,827835.662896619,4300258.49158482,2376783.33374346,0
7,827835.662896619,4306670.07544429,2386288.51916576,0
7,827835.662896619,4313071.34729855,2395793.70458807,0
7,827835.662896619,4319462.27277425,2405247.85391101,0
7,827835.662896619,4325842.9875038,2414085.0721934,0
7,827835.662896619,4332215.51388817,2422866.74654544,0
7,827835.662896619,4338580.00977931,2431648.42089749,0
7,827835.662896619,4344936.44840891,2440430.09524953,0
7,827835.662896619,4351284.80291945,2449211.76960157,0
7,827835.662896619,4357625.04636384,2457808.50694722,0
7,827835.662896619,4363957.76816189,2466340.96014701,0
7,827835.662896619,4370283.15752194,2474873.41334679,0
7,827835.662896619,4376601.19000253,2483405.86654658,0
7,827835.662896619,4382911.84108071,2491938.31974637,0
7,827835.662896619,4389215.08615183,2449969.83248808,0
7,827835.662896619,4395679.23699737,2458928.8393708,0
7,827835.662896619,4402135.07165613,2467887.84625352,0
7,827835.662896619,4408582.56240747,2476846.85313625,0
7,827835.662896619,4415021.68143838,2485805.86001897,0
7,827835.662896619,4421452.40084311,2488174.86436842,0
7,827835.662896619,4427896.65929802,2401938.15671774,0
7,827835.662896619,4434649.85430662,2412313.88178821,0
7,827835.662896619,4441390.97421502,2422689.60685867,0
7,827835.662896619,4448119.97877288,2323447.37096324,0
7,827835.662896619,4455202.22079891,2308063.59283862,0
7,827835.662896619,4462359.34955877,2319816.63687222,0
7,827835.662896619,4469501.15860106,2331091.14400802,0
7,827835.662896619,4476629.19198304,2342365.65114382,0
7,827835.662896619,4483743.40378584,2353640.15827962,0
7,827835.662896619,4490843.74793753,2364914.66541543,0
7,827835.662896619,4497930.1782126,2376186.12586667,0
7,827835.662896619,4505002.65838709,2386849.22120095,0
7,827835.662896619,4512063.16984437,2397512.31653523,0
7,827835.662896619,4519111.67268874,2408175.41186951,0
7,827835.662896619,4526148.12689147,2418838.50720379,0
7,827835.662896619,4533172.49229043,2429321.88754473,0
7,827835.662896619,4540185.32763958,2439532.9871063,0
7,827835.662896619,4547187.50210802,2449744.08666788,0
7,827835.662896619,4554178.98015949,2459955.18622945,0
7,827835.662896619,4561159.72613926,2470166.28579102,0
7,827835.662896619,4568129.70427375,2480377.3853526,0
7,827835.662896619,4575088.87867016,2490588.48491417,0
7,827835.662896619,4582037.21331601,2500799.58447574,0
7,827835.662896619,4588974.67207881,2511010.68403732,0
7,846168.071619172,4577568.80998306,2521221.78359889,0
7,846168.071619172,4584423.30007101,2530755.84873399,0
7,846168.071619172,4591268.85824213,2540289.9138691,0
7,846168.071619172,4598105.45472338,2549823.9790042,0
7,846168.071619172,4604933.05964244,2559358.0441393,0
7,846168.071619172,4611751.64302745,2568892.1092744,0
7,846168.071619172,4618561.17480663,2578426.1744095,0
7,846168.071619172,4625361.62480795,2587960.2395446,0
7,846168.071619172,4632152.96275883,2597494.30467971,0
7,846168.071619172,4638935.15828576,2607028.36981481,0
7,846168.071619172,4645708.180914,2616562.43494991,0
7,846168.071619172,4652472.00006721,2625563.97196411,0
7,846168.071619172,4659228.36016089,2633949.83740543,0
7,846168.071619172,4665979.28857007,2641651.42704496,0
7,846168.071619172,4672727.04810849,2649353.01668448,0
7,846168.071619172,4679471.62821324,2657054.60632401,0
7,846168.071619172,4686213.0182862,2664756.19596354,0
7,846168.071619172,4692951.20769394,2672457.78560306,0
7,846168.071619172,4699686.18576758,2680159.37524259,0
7,888079.966400906,4664506.04702093,2687860.96488212,0
9,0,3750015.42792066,3742485.72762891,0
9,0,3750040.52692163,3725273.45642052,0
9,0,3750123.0838233,3714325.07296856,0
9,0,3750242.41052615,3688649.33416834,0
9,0,3750447.72078068,3691811.02434259,0
9,0,3750643.17643547,3593833.10833448,0
9,0,3751165.87666248,3502757.50436963,0
9,0,3751993.90457012,3499787.6811911,0
9,0,3752834.59198138,3490575.20998692,0
9,0,3753708.78992137,3495304.73161242,0
9,0,3754570.1367824,3500527.94196999,0
9,0,3755416.94409844,3503924.62258974,0
9,0,3756255.2518368,3472722.39650465,0
9,0,3757200.36135457,3478394.9286802,0
9,0,3758129.71279682,3484067.46085574,0
9,0,3759043.25363662,3463937.31343237,0
9,0,3760026.94010397,3401494.77547476,0
9,35951.1303850025,3725270.9169344,3407336.35026451,0
9,35951.1303850025,3726330.6988233,3390321.60696045,0
9,35951.1303850025,3727450.72912951,3380940.35808082,0
9,35951.1303850025,3728605.76369967,3387219.1007255,0
9,35951.1303850025,3729743.71924292,3393497.84337017,0
9,35951.1303850025,3730864.53882916,3399136.8758361,0
9,35951.1303850025,3731970.2977058,3368609.61893382,0
9,35951.1303850025,3733181.49996838,3258319.2268039,0
9,35951.1303850025,3734764.37421226,3264685.23289731,0
9,49905.0860338127,3722377.3490345,3167363.27386476,0
9,49905.0860338127,3724227.39595173,3141637.20533414,0
9,49905.0860338127,3726169.36325379,2926263.05065068,0
9,49905.0860338127,3728835.71762913,2933472.45495984,0
9,49905.0860338127,3731486.9285047,2905892.70428119,0
9,49905.0860338127,3734238.90925211,2913802.03906907,0
9,49905.0860338127,3736973.69881939,2780638.98641586,0
9,49905.0860338127,3740161.48119407,2789045.43761552,0
9,49905.0860338127,3743331.86800599,2797451.88881519,0
9,49905.0860338127,3746484.80126996,2805858.34001485,0
9,49905.0860338127,3749620.22280748,2714095.28977568,0
9,49905.0860338127,3753071.97258425,2615276.06407402,0
9,58454.4895928743,3748315.22205356,2513957.93250972,0
9,58454.4895928743,3752429.74635204,2437759.05507013,0
9,58454.4895928743,3756811.98198965,2406822.7401272,0
9,58454.4895928743,3761311.94612919,2417438.43268545,0
9,199254.058519417,3624991.95558079,2428054.12524369,0
9,199254.058519417,3628981.74834858,2438172.70139015,0
9,199254.058519417,3632951.11183844,2448291.27753661,0
9,199254.058519417,3636899.97795278,2458409.85368307,0
9,229084.856160913,3610997.48072552,2468528.42982953,0
9,244757.332033955,3599133.23502213,2478417.41160674,0
9,244757.332033955,3602868.95443351,2343163.36806459,0
9,244757.332033955,3607067.97305474,2352716.57698252,0
9,244757.332033955,3611249.14437498,2332905.43739158,0
9,244757.332033955,3615510.29006493,2258908.76619937,0
9,244757.332033955,3620032.29514448,2269759.33308691,0
9,244757.332033955,3624533.20501801,2105180.63045454,0
9,244757.332033955,3629597.71359988,1889684.4504125,0
9,244757.332033955,3635397.42447718,1721176.72961952,0
9,282114.095531293,3604421.39662936,1734604.16274524,0
9,282114.095531293,3610654.12074231,1747356.50458732,0
9,282114.095531293,3616865.11279616,1760108.8464294,0
9,282114.095531293,3623054.30035072,1578677.1699823,0
9,282114.095531293,3629868.89078528,1574142.73865223,0
9,287515.614251897,3631319.79257178,1587801.66718619,0
9,287515.614251897,3638131.5196564,1600963.47930838,0
9,287515.614251897,3644922.0797909,1614125.29143056,0
9,396986.796093671,3542220.22057699,1627287.10355274,0
9,396986.796093671,3548603.33096707,1639346.18936524,0
9,396986.796093671,3554967.52143908,1600717.69271232,0
9,397355.05548696,3561113.42814154,1613197.23562918,0
9,397355.05548696,3567606.48211659,1625337.92906043,0
9,397355.05548696,3574080.71062677,1637478.62249167,0
