run,TotalPercentChange,,,
1,0,,,
1,0.148701874782333,,,
1,0.508262585689955,,,
1,0.304768121438501,,,
1,-0.731743037122587,,,
1,0.950862496027751,,,
1,-1.08207162501564,,,
1,0.452728359302425,,,
1,1.48398842459559,,,
1,-0.562030595997278,,,
1,0.00749899474178671,,,
1,-0.884498059275159,,,
1,0.375338273776308,,,
1,0.0229153193245265,,,
1,-1.76161586003682,,,
1,0.432576607132769,,,
1,1.97209137302685,,,
1,2.30068915924479,,,
1,-3.78907818745123,,,
1,2.16216785448239,,,
1,-1.42694608422832,,,
1,1.68384344740035,,,
1,-2.26730514342236,,,
1,1.92231489253783,,,
1,1.31173590584731,,,
1,-3.14741787082327,,,
1,1.18028023398381,,,
1,-0.284630933037348,,,
1,0.183466345013487,,,
1,0.481210604969882,,,
1,0.179419134109962,,,
1,-0.477374878078297,,,
1,0.204897465150991,,,
1,0.203366251679967,,,
1,0.201846003613706,,,
1,1.05036935615567,,,
1,1.63900294925143,,,
1,-0.061594017596045,,,
1,-0.786915138732082,,,
1,-0.775540985294525,,,
1,0.209039660685218,,,
1,0.207638994740922,,,
1,0.680073905693721,,,
1,0.465815138990158,,,
1,-0.527183172712382,,,
1,0.202122472758968,,,
1,2.8825908519855,,,
1,-0.52968951167988,,,
1,-0.30227345825503,,,
1,0.532528578388397,,,
1,-1.47858927007103,,,
1,2.08591539915628,,,
1,-0.134641001908192,,,
1,1.14804387972129,,,
1,-3.56655679849355,,,
1,1.01485326447728,,,
1,0.737302355987852,,,
1,-0.612593208435274,,,
1,1.93466360482779,,,
1,-3.75602177047791,,,
1,0.208918955698958,,,
1,0.207550162448813,,,
1,0.206187489448884,,,
1,1.44172794578845,,,
1,-2.37668288400112,,,
1,0.200660732776005,,,
1,0.199383851423402,,,
1,2.62851610828436,,,
1,-2.175698968359,,,
1,2.56046005076434,,,
1,-2.10237001027255,,,
1,0.206488938098796,,,
1,6.06485259057552,,,
1,-5.33094038814565,,,
1,3.03405664801005,,,
1,-2.55104701416192,,,
1,2.75460476977052,,,
1,-2.29041728909235,,,
1,-0.0123765808394454,,,
1,0.197276876259238,,,
1,2.3276768510042,,,
1,1.67305685265065,,,
1,-4.03655434089683,,,
1,2.94536042240067,,,
1,-2.48801138288823,,,
1,3.41022367576176,,,
1,-2.9299475744569,,,
1,2.45716316884375,,,
1,-0.464177105872334,,,
1,-1.39016235120629,,,
1,3.33732595256578,,,
1,-2.87047436826419,,,
1,0.183901804455634,,,
1,0.182985910902351,,,
1,0.182072500531669,,,
1,0.181161541049294,,,
1,1.77433830942528,,,
1,4.92551676150724,,,
1,-1.46860251110489,,,
1,-4.25165609398457,,,
1,6.74538787431434,,,
1,-5.96188232065292,,,
1,0.189341347234579,,,
1,-1.88335424368314,,,
1,0.136542695829182,,,
1,0.183099299547799,,,
1,0.182134769738523,,,
1,0.181211153854226,,,
1,0.180316674986061,,,
1,0.179424555579127,,,
1,0.178534764889613,,,
1,3.52182929163324,,,
1,-3.04385067492806,,,
1,0.191215683811591,,,
1,0.190355678141128,,,
1,1.25228786114011,,,
1,-0.8629698530043,,,
1,0.187790936767921,,,
1,0.186941016765565,,,
1,0.186098110155267,,,
1,1.82246083168359,,,
1,1.86064710743951,,,
1,-3.04914343808799,,,
1,3.18736670967067,,,
1,-0.725704325049347,,,
1,1.21759821789827,,,
1,-1.24644300906598,,,
1,-1.44893543643629,,,
1,0.179098675388245,,,
1,3.92783029844281,,,
1,-3.43543769981708,,,
1,0.177733569512604,,,
