runs,TotalPercentChange,,,
1,0,,,
1,-0.144884777376059,,,
1,0.150871608963172,,,
1,0.0312953005609705,,,
1,0.253855352604182,,,
1,0.310508539733473,,,
1,-0.50160099861553,,,
1,1.09404930917085,,,
1,-0.78322481216728,,,
1,0.750386720978274,,,
1,-0.596337989077779,,,
1,0.152668647581399,,,
1,0.607629059423065,,,
1,0.704156929884078,,,
1,-0.42927144510134,,,
1,-0.200724426377588,,,
1,-0.94119149832516,,,
1,0.687224956328378,,,
1,-0.989719992386243,,,
1,-0.277375074227206,,,
1,0.668534513544961,,,
1,1.90206576589796,,,
1,-1.61439640623693,,,
1,0.1122814593099,,,
1,1.74556652651833,,,
1,-1.40551901625381,,,
1,0.093231467187905,,,
1,0.307950671036729,,,
1,1.0745470230541,,,
1,-1.61025139455558,,,
1,1.7891660940735,,,
1,-1.37009049035408,,,
1,0.421856772663694,,,
1,0.389077922489797,,,
1,-1.15957288593424,,,
1,0.0947967356650144,,,
1,0.469312279035339,,,
1,1.52786268676649,,,
1,-0.434049167883443,,,
1,1.65105676968443,,,
1,-2.67708896820511,,,
1,2.72592822433278,,,
1,-2.4504761632778,,,
1,2.18764662473775,,,
1,-1.24285109812822,,,
1,-0.583132331879206,,,
1,1.77399684327226,,,
1,-1.52890797982435,,,
1,0.107348696106581,,,
1,0.106303034238598,,,
1,1.60036761576275,,,
1,-1.36887383309338,,,
1,0.103178845797926,,,
1,0.102233394926744,,,
1,0.101324294016863,,,
1,4.23646705086788,,,
1,-2.54492833622035,,,
1,-1.40057694605842,,,
1,2.00343919021265,,,
1,0.408883200196034,,,
1,-2.05464238368377,,,
1,4.08246472033469,,,
1,-0.558441608287305,,,
1,-3.06359851683227,,,
1,0.110398337707928,,,
1,0.109609980710006,,,
1,4.0699129661717,,,
1,-3.68930097074544,,,
1,0.119954920986226,,,
1,0.119044454164415,,,
1,0.965027004988263,,,
1,3.22366999324167,,,
1,-3.7067285667197,,,
1,0.119642989345079,,,
1,1.59334564994769,,,
1,-1.33550677181471,,,
1,0.116766666597771,,,
1,1.94946278771615,,,
1,-1.68578495477887,,,
1,0.11389457126867,,,
1,3.53674380205002,,,
1,-3.19848023578982,,,
1,1.3477786114838,,,
1,-1.11157379302189,,,
1,0.109114863411369,,,
1,0.542420493170735,,,
1,-1.73675303519031,,,
1,0.102963819010856,,,
1,0.102025236534254,,,
1,5.84878600202266,,,
1,-5.33514690648044,,,
1,2.1220287540506,,,
1,2.17039107029038,,,
1,-1.16071461450917,,,
1,0.889671338828658,,,
1,-3.41893460400226,,,
1,0.0945871754446627,,,
1,0.0936736151954635,,,
1,2.68169102661531,,,
1,0.65923083655699,,,
1,-2.97580316483816,,,
1,0.096860215837858,,,
1,0.0959843437554168,,,
1,0.0951501003018575,,,
1,0.094330470446387,,,
1,-2.67261205183618,,,
1,0.0858513569849862,,,
1,0.0850460699916507,,,
1,2.69339476665065,,,
1,0.283170527792594,,,
1,-2.65238750160481,,,
1,0.082809447844511,,,
1,0.0819641614257031,,,
1,3.17937178308156,,,
1,-2.91540716439139,,,
1,5.77680718277342,,,
1,0.372117342217764,,,
1,-5.56004450897202,,,
1,0.0890192611987597,,,
1,0.0881148646519755,,,
1,0.0872100461572765,,,
1,0.0863047776838337,,,
1,7.10199912299422,,,
1,-6.47206021036217,,,
1,3.46674804289261,,,
1,-3.18961420980272,,,
1,0.081998157802933,,,
1,0.0812966225673956,,,
1,4.56306168725193,,,
1,-4.19388736856894,,,
1,0.0955968279151944,,,
1,0.0949189761428982,,,
1,3.33494321997887,,,
1,-3.04541436298025,,,
1,0.0928847105413691,,,
1,0.0922063309378371,,,
1,0.0915277786132419,,,
1,0.090849037234033,,,
1,0.0901700904504703,,,
1,0.0894909218953208,,,
1,7.19589768409152,,,
1,-3.88307245379372,,,
1,-2.68701946488913,,,
1,2.81030045447729,,,
1,-2.56522813052409,,,
1,0.0854103342930169,,,
1,0.0847293552640615,,,
1,0.0840685721363604,,,
1,4.86541805537706,,,
1,-4.48102469267088,,,
1,0.0820840414302571,,,
1,0.0814217517004841,,,
1,0.080759045954628,,,
1,0.0800959083836254,,,
1,3.66401910783129,,,
1,-3.38177242571147,,,
