runs,TotalPercentChange,,,
1,0,,,
1,0.148701874782333,,,
1,0.508262585689955,,,
1,0.304768121438501,,,
1,-0.731743037122587,,,
1,0.950862496027751,,,
1,-1.08207162501564,,,
1,0.452728359302425,,,
1,1.44305135860214,,,
1,-0.520728011122083,,,
1,-0.14889950141128,,,
1,-0.727480695417275,,,
1,0.478975151843522,,,
1,1.83605426897695,,,
1,-1.81336260651192,,,
1,0.984102883541337,,,
1,-2.08410188064756,,,
1,2.1288501585546,,,
1,-1.41628669405163,,,
1,4.49791955361325,,,
1,-2.99484709233119,,,
1,-0.395775288895572,,,
1,0.633390594658981,,,
1,-0.506397384529286,,,
1,2.31766747200165,,,
1,-2.80324050975771,,,
1,0.171469822246206,,,
1,0.24406000926321,,,
1,1.07503505142024,,,
1,2.02895371588099,,,
1,-1.68953595270998,,,
1,0.127961107679998,,,
1,-2.38925102072215,,,
1,1.4615725047114,,,
1,-0.916580988762476,,,
1,-0.994968470274368,,,
1,1.49486042820005,,,
1,-1.11439246182145,,,
1,0.179663598355055,,,
1,-1.14251284298324,,,
1,1.30575080692839,,,
1,4.25204948257348,,,
1,-4.80984204479293,,,
1,1.70494608119092,,,
1,-1.31646476676027,,,
1,1.26383631180453,,,
1,-0.0657424250685895,,,
1,-0.646925452618229,,,
1,4.07273046484558,,,
1,-3.56547831790211,,,
1,0.181863104863187,,,
1,0.047719070895396,,,
1,1.61494539469422,,,
1,-1.23840120847985,,,
1,0.176034477415183,,,
1,3.86503500340863,,,
1,-2.48599224416924,,,
1,-0.72762382142672,,,
1,0.182960748046302,,,
1,2.60889265819958,,,
1,-2.18580306242291,,,
1,1.43310123831096,,,
1,-1.05387609164147,,,
1,1.76008759966892,,,
1,-1.37035488606063,,,
1,1.4723624324437,,,
1,2.57913447333844,,,
1,-3.39474376028019,,,
1,0.18673452167597,,,
1,0.185607023176251,,,
1,0.184506225534083,,,
1,2.25103652570203,,,
1,-1.84342991922095,,,
1,2.43485026139946,,,
1,2.81874666141179,,,
1,-9.08334957615423,,,
1,1.95217745969171,,,
1,1.16420748227187,,,
1,0.636279633157834,,,
1,-3.00129696884811,,,
1,0.168840496747863,,,
1,0.167701018830177,,,
1,2.37433887002044,,,
1,-1.99272804302342,,,
1,0.166157386140784,,,
1,1.67665721427649,,,
1,-1.32055747532396,,,
1,0.167406581812581,,,
1,0.166188102146998,,,
1,0.164972110730919,,,
1,0.163838087165804,,,
1,2.45371913843416,,,
1,-2.07808766715254,,,
1,1.50198651374717,,,
1,2.90290206453364,,,
1,-2.99749994149929,,,
1,-1.58360531643877,,,
1,0.228398030214717,,,
1,0.0794935916113983,,,
1,0.152359752728736,,,
1,0.98731813034298,,,
1,-0.678776563091046,,,
1,0.712737456272778,,,
1,-3.40641512450366,,,
1,0.142235270245124,,,
1,0.834452106492255,,,
1,-0.548193431842802,,,
1,1.77890008914545,,,
1,-0.792851594213358,,,
1,-4.65602144381586,,,
1,4.14850832031502,,,
1,-3.96069162236093,,,
1,0.130543045608597,,,
1,0.129562526952967,,,
1,3.93710265300475,,,
1,-1.3637346582663,,,
1,-1.39641367227896,,,
1,-0.551537868811691,,,
1,0.136027174858653,,,
1,0.135177569409267,,,
1,0.134355962822725,,,
1,2.86038891276754,,,
1,1.72828389572146,,,
1,-4.05137246889993,,,
1,-2.75990883204428,,,
1,5.12976456994325,,,
1,-4.64294075252136,,,
1,0.123061680037616,,,
1,3.73764499456169,,,
1,-3.36208466669546,,,
1,3.7552763577208,,,
1,-0.169085384630548,,,
