run,Total Percent Change ,,,
6,2.73,,,
6,-2.53,,,
6,2.10,,,
6,-0.81,,,
6,0.79,,,
6,-0.53,,,
6,-0.15,,,
6,-0.98,,,
6,1.58,,,
6,0.13,,,
6,-1.49,,,
6,0.06,,,
6,-1.44,,,
6,0.06,,,
6,0.06,,,
6,2.03,,,
6,-0.74,,,
6,-0.14,,,
6,-0.89,,,
6,2.86,,,
6,2.07,,,
6,-4.57,,,
6,0.07,,,
6,0.07,,,
6,2.35,,,
6,-5.17,,,
6,2.38,,,
6,-3.95,,,
6,5.24,,,
6,-2.45,,,
6,-0.16,,,
6,-2.19,,,
6,0.06,,,
6,-1.51,,,
6,0.06,,,
6,3.33,,,
6,-3.12,,,
6,0.06,,,
6,0.06,,,
6,0.06,,,
6,0.06,,,
6,0.06,,,
6,3.63,,,
6,-3.39,,,
6,3.82,,,
6,-5.88,,,
6,2.36,,,
6,-2.18,,,
6,0.08,,,
6,2.38,,,
6,-2.16,,,
6,0.10,,,
6,3.70,,,
6,-3.39,,,
6,2.21,,,
6,0.97,,,
6,-2.83,,,
6,1.85,,,
6,-1.64,,,
6,1.65,,,
6,0.96,,,
6,-2.28,,,
6,3.69,,,
6,-3.38,,,
6,0.09,,,
6,0.09,,,
6,3.75,,,
6,-3.44,,,
6,0.09,,,
6,0.09,,,
6,2.66,,,
6,0.44,,,
6,1.42,,,
6,-4.04,,,
6,0.09,,,
6,3.09,,,
6,-2.82,,,
6,0.09,,,
6,4.40,,,
6,-4.04,,,
6,0.09,,,
6,7.34,,,
6,-4.51,,,
6,-2.15,,,
6,0.11,,,
6,0.11,,,
6,7.35,,,
6,-2.87,,,
6,-3.80,,,
6,0.10,,,
6,0.10,,,
6,4.75,,,
6,-4.34,,,
6,0.10,,,
6,0.10,,,
6,0.10,,,
6,0.10,,,
6,-5.34,,,
6,0.09,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,5.52,,,
6,-5.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,4.64,,,
6,-4.29,,,
6,0.08,,,
6,0.08,,,
6,6.91,,,
6,-6.32,,,
6,0.08,,,
6,0.08,,,
6,2.65,,,
6,-2.44,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,3.73,,,
6,-3.46,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,4.23,,,
6,-3.92,,,
6,5.78,,,
6,-5.32,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,4.76,,,
6,-6.68,,,
6,0.07,,,
6,8.32,,,
6,-7.55,,,
6,7.81,,,
6,-7.11,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,8.32,,,
6,-7.55,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,0.07,,,
6,7.06,,,
6,0.14,,,
6,-4.38,,,
6,-2.19,,,
6,0.07,,,
6,0.06,,,
6,0.06,,,
6,0.06,,,
6,4.23,,,
6,1.26,,,
6,-5.07,,,
6,8.32,,,
6,-5.43,,,
6,-2.17,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
6,0.08,,,
8,0.00,,,
8,0.45,,,
8,-0.53,,,
8,0.10,,,
8,1.26,,,
8,-0.37,,,
8,0.69,,,
8,-0.31,,,
8,-0.21,,,
8,-1.19,,,
8,1.70,,,
8,-0.76,,,
8,0.20,,,
8,2.73,,,
8,-3.12,,,
8,-0.04,,,
8,0.52,,,
8,0.67,,,
8,-0.00,,,
8,-0.37,,,
8,-1.98,,,
8,2.96,,,
8,-3.77,,,
8,-0.75,,,
8,-0.99,,,
8,1.56,,,
8,-0.51,,,
8,0.10,,,
8,-0.56,,,
8,-1.80,,,
8,1.61,,,
8,-1.31,,,
8,0.14,,,
8,0.14,,,
8,-1.84,,,
8,1.19,,,
8,4.52,,,
8,-6.97,,,
8,-1.51,,,
8,0.19,,,
8,1.50,,,
8,-1.26,,,
8,0.60,,,
8,-1.49,,,
8,1.38,,,
8,-1.75,,,
8,0.63,,,
8,0.77,,,
8,-0.47,,,
8,-1.00,,,
8,-2.08,,,
8,4.41,,,
8,0.66,,,
8,-2.62,,,
8,0.02,,,
8,-1.22,,,
8,-1.02,,,
8,0.23,,,
8,-2.32,,,
8,2.43,,,
8,-1.94,,,
8,0.22,,,
8,4.95,,,
8,-4.29,,,
8,0.23,,,
8,4.27,,,
8,-3.69,,,
8,1.21,,,
8,-1.76,,,
8,-2.95,,,
8,0.22,,,
8,-4.71,,,
8,0.22,,,
8,0.21,,,
8,0.21,,,
8,3.11,,,
8,-2.60,,,
8,0.21,,,
8,0.44,,,
8,-2.56,,,
8,1.72,,,
8,-1.29,,,
8,0.21,,,
8,0.20,,,
8,0.20,,,
8,2.25,,,
8,-1.90,,,
8,3.21,,,
8,-2.73,,,
8,4.50,,,
8,-3.92,,,
8,0.20,,,
8,0.20,,,
8,-3.16,,,
8,0.19,,,
8,0.19,,,
8,2.17,,,
8,-8.42,,,
8,0.18,,,
8,0.18,,,
8,0.17,,,
8,2.51,,,
8,-2.11,,,
8,3.31,,,
8,-10.23,,,
8,0.16,,,
8,0.16,,,
8,6.93,,,
8,-6.18,,,
8,2.18,,,
8,0.46,,,
8,1.35,,,
8,-3.28,,,
8,0.16,,,
8,0.15,,,
8,5.71,,,
8,-5.11,,,
8,0.15,,,
8,0.15,,,
8,4.47,,,
8,-3.99,,,
8,0.15,,,
8,0.15,,,
8,0.15,,,
8,6.16,,,
8,3.70,,,
8,-8.72,,,
8,0.18,,,
8,0.18,,,
8,10.49,,,
8,-9.15,,,
8,0.19,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,0.18,,,
8,-0.52,,,
8,5.05,,,
8,-4.48,,,
8,6.29,,,
8,-5.59,,,
8,0.17,,,
8,4.49,,,
8,-4.28,,,
8,0.17,,,
8,3.18,,,
8,-1.08,,,
8,-4.44,,,
8,0.16,,,
8,0.16,,,
8,0.16,,,
8,0.16,,,
8,0.16,,,
8,2.18,,,
8,-1.82,,,
8,0.16,,,
8,0.16,,,
8,0.16,,,
8,2.14,,,
8,-1.77,,,
8,0.16,,,
8,0.16,,,
8,0.16,,,
8,-3.25,,,
8,0.15,,,
8,-0.30,,,
8,0.15,,,
8,-2.26,,,
8,0.15,,,
8,0.14,,,
8,0.14,,,
8,0.14,,,
8,0.14,,,
8,0.14,,,
8,0.14,,,
8,0.14,,,
8,5.43,,,
8,-4.88,,,
8,5.68,,,
8,1.91,,,
8,0.88,,,
8,-11.45,,,
8,0.13,,,
8,-8.31,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,7.68,,,
8,-1.13,,,
8,-5.75,,,
8,0.12,,,
8,0.12,,,
8,11.41,,,
8,-10.02,,,
8,0.13,,,
8,0.13,,,
8,0.13,,,
8,0.13,,,
8,0.13,,,
8,0.13,,,
8,0.13,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,8.11,,,
8,-7.28,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.12,,,
8,0.11,,,
8,0.11,,,
8,5.35,,,
8,-4.86,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,0.11,,,
8,6.48,,,
8,1.27,,,
8,-6.97,,,
8,0.11,,,
8,0.11,,,
8,9.17,,,
8,-8.21,,,
8,0.10,,,
