"Assets","Defaulted Assets","tick"
1292044.043885415,0.0,0.0
1282545.514309795,0.0,1.0
1282645.808394671,0.0,2.0
1277577.8426757418,0.0,3.0
1270380.975612902,0.0,4.0
1271383.6754607419,0.0,5.0
1272386.3753085816,0.0,6.0
1271370.9793031188,0.0,7.0
1261102.9973525915,0.0,8.0
1262989.9332698174,0.0,9.0
1264528.9861677121,0.0,10.0
1253698.539205895,0.0,11.0
1255171.6131293376,0.0,12.0
1256644.6870527803,0.0,13.0
1258117.7609762233,0.0,14.0
1259590.8348996658,0.0,15.0
1261063.2910155575,0.0,16.0
1259256.1230540844,0.0,17.0
1197108.0204855746,0.0,18.0
1142894.3069867664,0.0,19.0
1092454.361266582,0.0,20.0
1095311.7113848631,0.0,21.0
1098169.061503144,0.0,22.0
1101026.4116214253,0.0,23.0
1103883.7617397064,0.0,24.0
1106731.1189819202,0.0,25.0
1109199.9659860206,0.0,26.0
1111668.812990121,0.0,27.0
1114137.6599942218,0.0,28.0
1116606.5069983222,0.0,29.0
1119075.3540024227,0.0,30.0
1107448.5510393418,0.0,31.0
1110350.1822749795,0.0,32.0
918496.5627536682,0.0,33.0
893285.4012809924,0.0,34.0
891904.9598208561,0.0,35.0
896555.907572828,0.0,36.0
876330.3221008179,0.0,37.0
881220.3213571879,0.0,38.0
886110.3206135578,0.0,39.0
891000.3198699278,0.0,40.0
895890.3191262977,0.0,41.0
900780.3183826677,0.0,42.0
905670.3176390377,0.0,43.0
910115.0918473583,0.0,44.0
914349.0214024644,0.0,45.0
918582.9509575703,0.0,46.0
870952.4936414468,0.0,47.0
769928.4744760001,0.0,48.0
774888.2295163283,0.0,49.0
779847.9845566566,0.0,50.0
732820.8312127881,159693.72027509107,51.0
737701.1780210147,159693.72027509107,52.0
742581.5248292411,191122.10519315445,53.0
746676.0398445824,191122.10519315445,54.0
643450.1776382101,191122.10519315445,55.0
648119.4373826078,191122.10519315445,56.0
652788.6971270057,191122.10519315445,57.0
657085.3351459053,191122.10519315445,58.0
661741.1179151653,191122.10519315445,59.0
666168.0579881516,191122.10519315445,60.0
670594.9980611377,191122.10519315445,61.0
675021.938134124,191122.10519315445,62.0
679448.8782071102,191122.10519315445,63.0
683875.8182800965,191122.10519315445,64.0
688302.7583530827,191122.10519315445,65.0
692528.4052729787,191122.10519315445,66.0
696522.5611144279,191122.10519315445,67.0
700516.716955877,191122.10519315445,68.0
704510.8727973261,191122.10519315445,69.0
708209.3417417415,191122.10519315445,70.0
711648.9279211478,191122.10519315445,71.0
715088.514100554,191122.10519315445,72.0
718528.1002799602,191122.10519315445,73.0
721967.6864593666,191122.10519315445,74.0
599803.3664767342,191122.10519315445,75.0
603456.9805349678,191122.10519315445,76.0
607110.5945932018,191122.10519315445,77.0
610764.2086514356,191122.10519315445,78.0
614417.8227096695,191122.10519315445,79.0
618071.4367679033,191122.10519315445,80.0
621725.0508261371,191122.10519315445,81.0
625378.664884371,191122.10519315445,82.0
629032.2789426047,204236.2425622349,83.0
631900.0612079535,204236.2425622349,84.0
552254.6375475837,204236.2425622349,85.0
555843.7951902618,204236.2425622349,86.0
559432.9528329398,204236.2425622349,87.0
563022.1104756178,204236.2425622349,88.0
566362.1193156529,204236.2425622349,89.0
569376.5322292745,204236.2425622349,90.0
572390.9451428963,204236.2425622349,91.0
575405.358056518,204236.2425622349,92.0
578419.7709701395,204236.2425622349,93.0
581434.1838837613,204236.2425622349,94.0
584448.596797383,204236.2425622349,95.0
468946.17191114847,204236.2425622349,96.0
472274.2458119795,204236.2425622349,97.0
475602.3197128107,204236.2425622349,98.0
478930.3936136418,204236.2425622349,99.0
482258.4675144729,204236.2425622349,100.0
485586.54141530395,204236.2425622349,101.0
488914.6153161351,204236.2425622349,102.0
477122.4056335166,204236.2425622349,103.0
481039.64377646154,204236.2425622349,104.0
484956.88191940647,204236.2425622349,105.0
488874.1200623516,204236.2425622349,106.0
492791.35820529656,204236.2425622349,107.0
496708.59634824155,204236.2425622349,108.0
500625.8344911865,204236.2425622349,109.0
504543.07263413153,204236.2425622349,110.0
500757.73227619677,204236.2425622349,111.0
478403.668216132,204236.2425622349,112.0
484347.4305016714,204236.2425622349,113.0
490291.192787211,204236.2425622349,114.0
496234.2056565406,204236.2425622349,115.0
502077.67385720403,204236.2425622349,116.0
507921.1420578675,204236.2425622349,117.0
513764.61025853106,204236.2425622349,118.0
519608.0784591945,204236.2425622349,119.0
525451.546659858,204236.2425622349,120.0
531295.0148605214,204236.2425622349,121.0
537138.483061185,204236.2425622349,122.0
542981.9512618484,204236.2425622349,123.0
548825.4194625118,204236.2425622349,124.0
550462.8247443564,204236.2425622349,125.0
556135.2576881062,204236.2425622349,126.0
561807.6906318559,204236.2425622349,127.0
472036.5547639029,204236.2425622349,128.0
477783.0373152015,204236.2425622349,129.0
483454.9759388323,204236.2425622349,130.0
488612.29424801696,204236.2425622349,131.0
493769.6125572016,204236.2425622349,132.0
498926.9308663863,204236.2425622349,133.0
504084.2491755709,204236.2425622349,134.0
509241.5674847556,204236.2425622349,135.0
513451.2568237328,204236.2425622349,136.0
517548.79595951096,204236.2425622349,137.0
521646.3350952891,204236.2425622349,138.0
525743.8742310674,204236.2425622349,139.0
529841.4133668455,204236.2425622349,140.0
533938.9525026237,204236.2425622349,141.0
538036.4916384018,204236.2425622349,142.0
542134.03077418,204236.2425622349,143.0
546231.5699099582,204236.2425622349,144.0
550329.1090457364,204236.2425622349,145.0
554426.6481815145,204236.2425622349,146.0
558524.1873172927,204236.2425622349,147.0
562621.7264530708,204236.2425622349,148.0
566719.2655888491,204236.2425622349,149.0
570816.8047246272,204236.2425622349,150.0
574914.3438604054,204236.2425622349,151.0
579011.8829961835,204236.2425622349,152.0
583109.4221319617,204236.2425622349,153.0
587206.9612677398,204236.2425622349,154.0
591304.5004035181,204236.2425622349,155.0
595402.0395392963,250419.13803291862,156.0
599280.0317481183,250419.13803291862,157.0
603158.0239569405,250419.13803291862,158.0
607036.0161657626,250419.13803291862,159.0
610914.0083745847,250419.13803291862,160.0
614792.0005834068,250419.13803291862,161.0
618669.9927922289,250419.13803291862,162.0
622547.985001051,250419.13803291862,163.0
626425.9772098731,250419.13803291862,164.0
630303.9694186952,250419.13803291862,165.0
