"Assets","Defaulted Assets","tick"
1231667.2469128428,0.0,0.0
1217879.0849316823,0.0,1.0
1216873.5629189205,0.0,2.0
1218891.1415610355,0.0,3.0
1219753.9698697326,0.0,4.0
1196828.025659813,0.0,5.0
1181031.6914432098,0.0,6.0
1177476.0216938418,0.0,7.0
1179058.8245223146,0.0,8.0
1154283.9549370685,0.0,9.0
1118808.7833019106,0.0,10.0
1123134.9005005853,0.0,11.0
1067816.0484451565,0.0,12.0
1030548.4576999111,0.0,13.0
1021166.4215628341,34967.95327723446,14.0
934856.3273814108,34967.95327723446,15.0
942206.3977796073,34967.95327723446,16.0
949556.4681778038,34967.95327723446,17.0
956906.5385760003,47940.401783286805,18.0
963317.8910301098,47940.401783286805,19.0
965148.9437425794,47940.401783286805,20.0
972103.1941767647,47940.401783286805,21.0
862980.5827740158,47940.401783286805,22.0
870369.2122674112,102244.16937901179,23.0
793585.6107013309,110598.28948012154,24.0
800132.5547542293,144564.5549294794,25.0
683952.244031889,144564.5549294794,26.0
663603.74233387,144564.5549294794,27.0
644756.1040996179,144564.5549294794,28.0
637063.727233649,144564.5549294794,29.0
466921.12065214885,144564.5549294794,30.0
423361.7308212397,168148.18581935717,31.0
430138.550427195,168148.18581935717,32.0
436780.2349059312,168148.18581935717,33.0
436216.2845100329,202719.37741168478,34.0
440322.4282790348,202719.37741168478,35.0
448348.87733247306,244058.75529280998,36.0
455522.9396877698,244058.75529280998,37.0
462471.2967436224,326046.73653022794,38.0
468044.75859189464,326046.73653022794,39.0
473112.5288269215,326046.73653022794,40.0
478060.38254542585,326046.73653022794,41.0
320656.9986518484,326046.73653022794,42.0
325526.70829269645,331840.425873726,43.0
330205.0618718987,331840.425873726,44.0
334883.4154511011,331840.425873726,45.0
339561.76903030335,331840.425873726,46.0
343966.9559052705,331840.425873726,47.0
348236.19440866495,331840.425873726,48.0
352505.43291205936,331840.425873726,49.0
356774.6714154539,331840.425873726,50.0
361043.9099188483,331840.425873726,51.0
365313.1484222428,331840.425873726,52.0
369582.38692563726,331840.425873726,53.0
373457.1190998043,331840.425873726,54.0
340982.1540097942,331840.425873726,55.0
231342.3792393718,331840.425873726,56.0
235342.66076538648,331840.425873726,57.0
186099.78155434126,331840.425873726,58.0
190816.46967912084,331840.425873726,59.0
195517.95216510983,331840.425873726,60.0
200219.4346510989,331840.425873726,61.0
204920.91713708788,331840.425873726,62.0
209622.39962307693,331840.425873726,63.0
214323.88210906595,331840.425873726,64.0
218646.40484251076,331840.425873726,65.0
209073.4536087458,331840.425873726,66.0
213828.41380740848,331840.425873726,67.0
218583.3740060711,331840.425873726,68.0
223338.33420473372,331840.425873726,69.0
228093.2944033963,331840.425873726,70.0
232848.254602059,331840.425873726,71.0
237603.21480072162,331840.425873726,72.0
242358.17499938427,331840.425873726,73.0
247113.13519804683,331840.425873726,74.0
251868.0953967095,331840.425873726,75.0
256623.05559537213,331840.425873726,76.0
261378.01579403476,331840.425873726,77.0
266132.97599269735,331840.425873726,78.0
270887.93619136,331840.425873726,79.0
271302.8818378973,331840.425873726,80.0
276604.63708830683,331840.425873726,81.0
281906.39233871637,331840.425873726,82.0
287208.1475891259,331840.425873726,83.0
292509.90283953544,331840.425873726,84.0
297811.65808994503,331840.425873726,85.0
303113.4133403545,331840.425873726,86.0
308415.16859076405,536566.8302523295,87.0
312731.6172038154,536566.8302523295,88.0
271527.61972569686,536566.8302523295,89.0
276100.1179610358,536566.8302523295,90.0
280672.6161963749,536566.8302523295,91.0
249833.51393235216,536566.8302523295,92.0
254762.40701171753,571840.4375736658,93.0
259417.78425280334,571840.4375736658,94.0
264073.1614938891,571840.4375736658,95.0
268728.5387349749,571840.4375736658,96.0
273383.9159760608,571840.4375736658,97.0
278039.29321714654,671777.6910451346,98.0
281965.5336558166,671777.6910451346,99.0
285498.9381688367,671777.6910451346,100.0
289032.3426818569,671777.6910451346,101.0
292565.747194877,671777.6910451346,102.0
296099.1517078972,671777.6910451346,103.0
232039.389833141,671777.6910451346,104.0
236320.4449979625,671777.6910451346,105.0
240601.500162784,671777.6910451346,106.0
244882.55532760557,671777.6910451346,107.0
249163.61049242705,671777.6910451346,108.0
253444.66565724852,671777.6910451346,109.0
257725.72082207003,671777.6910451346,110.0
262006.77598689156,671777.6910451346,111.0
266287.83115171304,671777.6910451346,112.0
270568.88631653454,671777.6910451346,113.0
274849.941481356,671777.6910451346,114.0
279130.9966461775,671777.6910451346,115.0
283412.051810999,671777.6910451346,116.0
287693.10697582044,671777.6910451346,117.0
291974.162140642,671777.6910451346,118.0
296255.2173054635,671777.6910451346,119.0
300536.272470285,671777.6910451346,120.0
304817.3276351065,671777.6910451346,121.0
309098.38279992796,671777.6910451346,122.0
313379.43796474946,671777.6910451346,123.0
317660.49312957097,671777.6910451346,124.0
321941.5482943924,671777.6910451346,125.0
326222.603459214,671777.6910451346,126.0
330503.6586240354,671777.6910451346,127.0
334784.7137888569,671777.6910451346,128.0
339065.76895367843,671777.6910451346,129.0
343346.8241184999,671777.6910451346,130.0
347627.8792833214,671777.6910451346,131.0
347165.8369933757,671777.6910451346,132.0
351993.68720994407,671777.6910451346,133.0
356821.5374265125,671777.6910451346,134.0
361649.3876430809,671777.6910451346,135.0
366477.2378596493,671777.6910451346,136.0
371305.0880762177,671777.6910451346,137.0
376132.9382927861,671777.6910451346,138.0
380960.78850935446,671777.6910451346,139.0
385570.3491580667,671777.6910451346,140.0
389495.3733741088,671777.6910451346,141.0
392973.5838648958,671777.6910451346,142.0
396451.79435568274,671777.6910451346,143.0
399930.0048464696,671777.6910451346,144.0
403408.21533725655,671777.6910451346,145.0
406886.42582804355,671777.6910451346,146.0
410313.8572499526,671777.6910451346,147.0
413673.1945883926,671777.6910451346,148.0
417032.5319268327,671777.6910451346,149.0
420391.86926527275,671777.6910451346,150.0
423751.2066037128,671777.6910451346,151.0
391304.0100889742,671777.6910451346,152.0
394765.0102391597,671777.6910451346,153.0
398226.01038934523,671777.6910451346,154.0
401687.01053953066,671777.6910451346,155.0
405148.0106897161,671777.6910451346,156.0
