"Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
0.0,1228966.9820737217,1219895.3685677748,0.0
0.0,1228997.220785408,1220081.0458665853,0.0
0.0,1229026.941368471,1197003.074133691,0.0
0.0,1229133.6875925867,1198304.5081637213,0.0
0.0,1229236.4515240164,1199071.6145769083,0.0
0.0,1229337.000980507,1186380.7093250894,0.0
0.0,1229480.188619358,1170915.7816664071,0.0
0.0,1229675.4033092014,1137657.6243402674,0.0
0.0,1229982.1292390977,1111620.10677037,0.0
0.0,1230376.6693139935,1085773.8355134884,0.0
0.0,1230858.6787599951,1068034.5065538338,0.0
4140.278320240305,1227261.147680442,1071974.7792691505,0.0
4140.278320240305,1227778.7689084797,1075792.0666494695,0.0
4140.278320240305,1228285.3912493433,1038359.6542279427,0.0
4140.278320240305,1228918.4770394145,1042890.2088391574,0.0
4140.278320240305,1229538.5712667487,1043784.4665007094,0.0
4140.278320240305,1230157.751615969,1017219.761043035,0.0
4140.278320240305,1230867.5449178787,1008240.0082631141,0.0
4140.278320240305,1231609.636706728,1014491.7115365155,0.0
4140.278320240305,1232333.363123962,1020743.4148099168,0.0
4140.278320240305,1233038.6629516757,893428.2559144001,0.0
4140.278320240305,1234170.6976418,881565.6740290283,0.0
4140.278320240305,1235346.0477205093,889306.4977526852,0.0
30385.50842879482,1210254.282778514,896716.0768412238,0.0
33991.580581070106,1207693.337979363,885282.945513274,0.0
33991.580581070106,1208768.0392875837,891467.8735039756,0.0
33991.580581070106,1209825.7065068623,852419.2819571528,0.0
33991.580581070106,1211017.0612553614,780439.902081603,0.0
33991.580581070106,1212452.3184526074,775436.1340846429,0.0
33991.580581070106,1213909.0390671673,783321.4649360767,0.0
33991.580581070106,1215344.3309809377,757766.4549821245,0.0
33991.580581070106,1216869.5905676002,618424.7988254636,0.0
60814.41107299684,1192041.5760481474,519068.2353931272,0.0
60814.41107299684,1194284.8205169975,518028.81092643744,0.0
60814.41107299684,1196539.007215633,527850.7050304834,0.0
60814.41107299684,1198767.9682229168,482765.34077642334,0.0
60814.41107299684,1201154.6436477387,492677.42379822896,0.0
60814.41107299684,1203516.2343805702,489989.0281181951,0.0
101320.4508282176,1165388.618646224,375436.96473229676,0.0
101320.4508282176,1168021.7908259374,387391.7806184085,0.0
101320.4508282176,1170623.8908599624,398782.7498628914,0.0
101320.4508282176,1173196.6946632862,411303.29187943734,0.0
101320.4508282176,1175736.3393392323,396124.9601025169,0.0
101320.4508282176,1178335.0439366882,408514.9990808084,0.0
101320.4508282176,1180901.1107528745,420905.0380590999,0.0
101320.4508282176,1183434.4309951873,283318.4456232387,0.0
101320.4508282176,1186434.8176130939,287341.3734925962,0.0
101320.4508282176,1189431.7957601622,298796.7152762665,0.0
251720.20683958282,1042000.8233504102,309920.8677904756,0.0
251720.20683958282,1044441.0898689434,320287.91741237475,0.0
251720.20683958282,1046854.9337771318,237763.72160234037,0.0
251720.20683958282,1049551.9044843812,247782.31456853103,0.0
251720.20683958282,1052224.4697841008,257800.9075347217,0.0
251720.20683958282,1054872.548324932,267819.5005009123,0.0
291592.61375998665,1017623.6515639417,266264.7429574291,0.0
291592.61375998665,1020128.1812592968,224151.32051099936,0.0
291592.61375998665,1022781.4374617913,234668.37413018424,0.0
291592.61375998665,1025408.4810062301,245185.42774936912,0.0
302409.4850472175,1017192.3532298554,255702.481368554,0.0
302409.4850472175,1019730.6528027265,265775.45774333813,0.0
302409.4850472175,1022243.8367862579,275848.4341181223,0.0
302409.4850472175,1024731.8214618185,285921.41049290646,0.0
302409.4850472175,1027194.522831715,238001.71715808247,0.0
302409.4850472175,1029825.1655172938,248577.39659941327,0.0
302409.4850472175,1032429.3247470203,259153.07604074414,0.0
302409.4850472175,1035006.9122427079,269728.755482075,0.0
367348.27201675007,972619.0524623776,280283.29488387366,0.0
372451.0865253981,969824.0238123247,285963.3864880541,0.0
372451.0865253981,972103.5592700725,217085.71772848096,0.0
372451.0865253981,974620.2854085444,226935.31578172557,0.0
372451.0865253981,977112.5686406338,236377.91730078508,0.0
372451.0865253981,979581.6841451,245390.19493412998,0.0
372451.0865253981,982028.9891091366,254011.2776496658,0.0
372451.0865253981,984455.7148140017,262632.36036520166,0.0
372451.0865253981,986861.7926621642,271253.4430807375,0.0
372451.0865253981,989247.1538274358,279369.1110441592,0.0
372451.0865253981,991613.4139700468,276276.4415554199,0.0
407974.9655817166,958473.9914884437,285292.4812481655,0.0
407974.9655817166,960717.9298559113,293409.7301105227,0.0
407974.9655817166,962942.2905217293,301526.9789728799,0.0
407974.9655817166,965147.0082268922,309644.22783523716,0.0
