"Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
0.0,1263514.56885138,1253691.1187421158,0.0
0.0,1263547.3136850775,1249249.2098608483,0.0
0.0,1263594.9740311583,1249836.7979530538,0.0
0.0,1263640.834618085,1250424.3860452597,0.0
0.0,1263684.8894466613,1249669.0424633939,0.0
0.0,1263731.6089366055,1241398.463376728,0.0
0.0,1263806.0527551384,1242728.6408098326,0.0
0.0,1263876.310794956,1243455.689111723,0.0
0.0,1263944.3795339002,1244182.7374136136,0.0
0.0,1264010.251674301,1244909.785715504,0.0
0.0,1264073.9198941637,1222503.3070729093,0.0
0.0,1264212.488603568,1204221.0241866722,0.0
0.0,1264412.4601516244,1188321.4195428793,0.0
0.0,1264666.0969536535,1172796.095757602,0.0
0.0,1264972.3302909737,1158125.6996352635,0.0
0.0,1265328.4857264927,1109480.4063147085,0.0
0.0,1265847.9793245322,1111939.955116153,0.0
0.0,1266361.0060718933,1113083.0386487453,0.0
0.0,1266871.9326299704,1115303.1597937108,0.0
0.0,1267377.161872758,1092240.5275054155,0.0
16377.038730882798,1251583.9119230998,902279.2882780116,0.0
16377.038730882798,1252748.2606685834,904802.623179717,0.0
16377.038730882798,1253908.079460213,907325.9580814225,0.0
16377.038730882798,1255063.3531981423,909849.2929831279,0.0
16377.038730882798,1256214.0667321924,832398.1595850913,0.0
16377.038730882798,1257626.786422683,783374.4845944538,0.0
68357.14638373099,1207227.5197759287,786523.5303103313,0.0
83761.1857976611,1193225.8269935506,789489.6198917553,0.0
83761.1857976611,1194571.6143505566,718722.091427096,0.0
83761.1857976611,1196157.7794269682,721688.18100852,0.0
83761.1857976611,1197739.3447550298,724654.2705899441,0.0
83761.1857976611,1199316.2950022467,727620.360171368,0.0
157622.1990473944,1127027.601535283,730586.4497527921,0.0
157622.1990473944,1128349.0720412247,733381.5538016283,0.0
211333.62295440084,1075954.2065283505,736176.6578504646,0.0
211333.62295440084,1077086.7983572767,738936.4519211536,0.0
211333.62295440084,1078213.9661787306,714986.4347731256,0.0
211333.62295440084,1079424.7246167492,718293.4547190923,0.0
211333.62295440084,1080628.4955164082,664260.671111103,0.0
211333.62295440084,1082016.3882644258,668060.7016333947,0.0
211333.62295440084,1083396.240553196,671860.7321556864,0.0
211333.62295440084,1084768.0255811878,675660.762677978,0.0
211333.62295440084,1086131.7164575318,630009.1588675109,0.0
234803.82967124847,1064181.9182659844,634302.1999661273,0.0
234803.82967124847,1065614.850660317,638048.0151894661,0.0
234803.82967124847,1067040.07344522,641793.8304128048,0.0
234803.82967124847,1068457.5609219947,645539.6456361435,0.0
234803.82967124847,1069867.2873062808,641240.0149728813,0.0
