"Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
0.0,3740505.2294913335,3715399.581256952,0.0
0.0,3740588.9149854486,3677690.381486061,0.0
0.0,3740798.5767637794,3641989.0137076783,0.0
0.0,3741127.941973967,3575172.649367308,0.0
0.0,3741681.1262826556,3560390.021148817,0.0
0.0,3742285.4299664353,3529157.064978449,0.0
0.0,3742995.857849729,3536973.6661998946,0.0
0.0,3743682.5984885613,3462873.7147654328,0.0
17408.22224564701,3727210.4058553246,3349705.318247863,0.0
17408.22224564701,3728468.7561473493,3261761.51883207,0.0
17408.22224564701,3730024.4469384,3187352.033692257,0.0
17408.22224564701,3731833.354982554,3182389.508554956,0.0
17408.22224564701,3733664.8344706455,3084757.138125633,0.0
17408.22224564701,3735827.8601251296,3026507.6032250803,0.0
17408.22224564701,3738192.2609814634,2974358.917316655,0.0
17408.22224564701,3740738.3721270123,2882689.794147341,0.0
17408.22224564701,3743598.534053611,2540771.104434331,0.0
17408.22224564701,3747607.9588190094,2555898.301858166,0.0
17408.22224564701,3751580.3243422117,2364411.3304827004,0.0
17408.22224564701,3756204.220988411,2236861.113523468,0.0
17408.22224564701,3761268.6980132945,2217143.394841711,0.0
17408.22224564701,3766415.7823571996,2167041.885502664,0.0
17408.22224564701,3771747.028680048,2154527.295064957,0.0
17408.22224564701,3777137.761125432,2173448.7123147217,0.0
17408.22224564701,3782483.3912881343,2094417.6866288984,0.0
17408.22224564701,3788110.2769703325,2054828.31029421,0.0
17408.22224564701,3793887.88352592,1912125.4056063902,0.0
17408.22224564701,3800160.425118985,1933113.4218068384,0.0
17408.22224564701,3806383.915130026,1953625.6307991259,0.0
17408.22224564701,3812559.7760777953,1893051.0579232592,0.0
60509.26948255386,3775857.0912347366,1702341.7481763999,0.0
60509.26948255386,3782768.809044932,1723145.5424241058,0.0
60509.26948255386,3789634.219933668,1726395.7220468249,0.0
60509.26948255386,3796511.681593291,1747229.804907519,0.0
60509.26948255386,3803342.6211822433,1724474.8920803266,0.0
60509.26948255386,3810272.18027925,1711473.400159986,0.0
60509.26948255386,3817268.176212981,1733049.3602754106,0.0
60509.26948255386,3824215.572266107,1704945.794167681,0.0
60509.26948255386,3831279.8048597686,1726611.9541190444,0.0
60509.26948255386,3838295.3643622384,1748123.7904120085,0.0
60509.26948255386,3845262.6029420714,1769122.8202704154,0.0
60509.26948255386,3852183.068884311,1637949.9391334432,0.0
76148.79042277743,3843924.3250432573,1659181.6003255935,0.0
76148.79042277743,3851206.800792316,1620453.0476071013,0.0
76148.79042277743,3858642.6466362663,1587238.5583957094,0.0
76148.79042277743,3866213.9935970684,1608433.5138437394,0.0
76148.79042277743,3873739.92852958,1629471.8593581854,0.0
76148.79042277743,3881220.8220934854,1650453.8237480833,0.0
76148.79042277743,3888656.7120879693,1671247.45636281,0.0
76148.79042277743,3896048.0762737202,1691996.3334798694,0.0
93264.43247657198,3886279.2733625723,1712745.210596929,0.0
93264.43247657198,3893524.386905124,1652236.1357592542,0.0
93264.43247657198,3900995.347742277,1674215.5443810318,0.0
103798.12154611215,3897884.258017275,1521093.6964018915,0.0
103798.12154611215,3905806.8932226603,1488534.8849373115,0.0
103798.12154611215,3913864.466583611,1510758.9423563306,0.0
157561.64438694165,3868111.2954902058,1532638.276750565,0.0
188705.38272657603,3844752.467213037,1553593.2131205867,0.0
188705.38272657603,3852389.664726679,1574273.316161091,0.0
188705.38272657603,3859983.3858885644,1508410.2019573979,0.0
188705.38272657603,3867821.963168335,1528948.7572886806,0.0
188705.38272657603,3875618.207187935,1548948.4208652894,0.0
188705.38272657603,3883373.7731423434,1568878.1529181856,0.0
286328.72475706955,3793465.4165125964,1588807.8849710817,0.0
290051.55661699176,3797091.4430911466,1608278.4993480474,0.0
290051.55661699176,3804387.486236957,1627131.6384891658,0.0
290051.55661699176,3811645.0057294504,1645984.7776302837,0.0
352004.394134543,3756911.035638896,1664837.9167714021,0.0
352004.394134543,3763884.6127017876,1664346.0988703892,0.0
352004.394134543,3770883.0744145596,1585956.136613406,0.0
352004.394134543,3778166.164207231,1605577.6476012433,0.0
352004.394134543,3785408.1259292504,1625199.1585890807,0.0
352004.394134543,3792608.8224870507,1644820.669576918,0.0
352004.394134543,3799768.1163300844,1664442.1805647556,0.0
352004.394134543,3806885.8694493035,1511134.614684706,0.0
352004.394134543,3814538.3736318513,1531056.1429298986,0.0
352004.394134543,3822149.9810675248,1308411.1402415074,0.0
435999.7093845403,3746533.7952869474,1329585.2428712144,0.0
435999.7093845403,3754590.2904616664,1349498.3484018454,0.0
435999.7093845403,3762607.2636018666,1369411.4539324765,0.0
438571.3345216814,3768012.9578302903,1389324.5594631075,0.0
438571.3345216814,3775941.9191581807,1408868.3293602862,0.0
438571.3345216814,3783832.1644575074,1428185.6740795558,0.0
438571.3345216814,3791684.319425434,1446478.7361453306,0.0
450049.8028688247,3788023.203022558,1464558.7830877122,0.0
450049.8028688247,3795768.0844223406,1481926.3713100662,0.0
450049.8028688247,3803480.8901327155,1498633.299914724,0.0
450049.8028688247,3811163.715433442,1515090.6326442931,0.0
450049.8028688247,3818817.2923760726,1471317.237184495,0.0
450580.5255682627,3826111.5698606065,1488234.9872035342,0.0
450580.5255682627,3833904.4918027963,1504931.1718915093,0.0
450580.5255682627,3841667.7362025017,1521627.3565794847,0.0
450580.5255682627,3849401.204134579,1484365.5842669131,0.0
450580.5255682627,3857284.656200804,1271861.580285151,0.0
450580.5255682627,3865902.7331205234,1289688.1103622383,0.0
