"Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
0.0,1286557.9069764602,1286557.9069764602,0.0
0.0,1286557.9069764602,1262630.6570608662,0.0
0.0,1286637.6644761788,1250865.5888152493,0.0
0.0,1286756.904728382,1252914.7076067526,0.0
0.0,1286869.7120521206,1236727.2477697039,0.0
0.0,1287036.8535997288,1237228.8032108026,0.0
0.0,1287202.8804343583,1227981.2186134649,0.0
0.0,1287400.2859737612,1205952.9919008221,0.0
0.0,1287671.7769540043,1208941.9908972427,0.0
0.0,1287934.2095741937,1177451.7054070537,0.0
0.0,1288302.484588084,1165303.8503438272,0.0
0.0,1288712.4800355649,1147649.758455115,0.0
0.0,1289182.6891074996,1152718.0456254813,0.0
0.0,1289637.5712524396,1157743.8893949492,0.0
0.0,1290077.2168586315,1124304.5439872136,0.0
0.0,1290629.7924348693,1129961.7098574108,0.0
23267.688047754553,1267897.664662373,1135618.8757276079,0.0
23267.688047754553,1268338.593958822,995934.7884746112,0.0
23267.688047754553,1269246.6066437697,1001937.3389066495,0.0
23267.688047754553,1270137.6375362268,1007639.2570775463,0.0
23267.688047754553,1271012.6321377556,1013267.0904663522,0.0
23267.688047754553,1271871.7839433271,1018817.3499852947,0.0
23267.688047754553,1272715.298723187,1018066.1206946224,0.0
23267.688047754553,1273564.1293166156,1023618.5008143731,0.0
23267.688047754553,1274397.2814116231,1029156.9289368265,0.0
23267.688047754553,1275214.749253206,1034311.7973777361,0.0
23267.688047754553,1276017.7590927908,1039109.2947106857,0.0
23267.688047754553,1276807.4539740644,1012056.2837284852,0.0
23267.688047754553,1277689.957874883,1017249.8924374431,0.0
23267.688047754553,1278558.091426341,1022403.0815172829,0.0
23267.688047754553,1279411.9414593715,1026701.2296277473,0.0
23267.688047754553,1280254.3104988101,1030999.3777382118,0.0
23267.688047754553,1281085.1602746788,1035297.5258486762,0.0
23267.688047754553,1281904.4523894321,1039595.6739591407,0.0
23267.688047754553,1282712.148317533,1043684.2887977108,0.0
23267.688047754553,1283508.907849266,1047735.1651921032,0.0
23267.688047754553,1284294.8203247897,1051786.041586496,0.0
23267.688047754553,1285069.8495872507,1018859.4614909629,0.0
23267.688047754553,1285957.2175475715,1022287.7522402348,0.0
23267.688047754553,1286836.1157652629,1025392.174364358,0.0
23267.688047754553,1287707.5955699326,1028496.5964884814,0.0
33431.40986421888,1278407.9104170732,1031601.0186126047,0.0
33431.40986421888,1279230.6000564215,1034674.8354763072,0.0
33431.40986421888,1280045.7859383551,1013820.1989979722,0.0
33431.40986421888,1280933.2045614899,995106.5751798027,0.0
33431.40986421888,1281885.9599927622,999293.9633706558,0.0
33431.40986421888,1282827.9333148361,1003481.3515615091,0.0
33431.40986421888,1283759.0885873472,874155.4627875381,0.0
33431.40986421888,1285124.4340066798,878793.3383728267,0.0
33431.40986421888,1286478.8709921262,883431.2139581153,0.0
33431.40986421888,1287822.3631822397,888069.0895434039,0.0
33431.40986421888,1289154.874094369,892706.9651286924,0.0
33431.40986421888,1290476.3671242548,897344.8407139812,0.0
33431.40986421888,1291786.8055456223,885381.6682419354,0.0
33431.40986421888,1293141.4893366345,890336.941201921,0.0
33431.40986421888,1294484.1711637506,895287.906924141,0.0
33431.40986421888,1295814.8253778827,793636.1876159691,0.0
33431.40986421888,1297488.7541704222,799051.824000257,0.0
33431.40986421888,1299150.2106043228,804467.4603845449,0.0
33431.40986421888,1300799.1531050554,762931.3651513398,0.0
33431.40986421888,1302592.0457315682,768515.8082930591,0.0
33431.40986421888,1304372.2998563633,774100.2514347783,0.0
33431.40986421888,1306139.8733511018,757254.6484873061,0.0
33431.40986421888,1307969.4907673146,763705.4704890723,0.0
33431.40986421888,1309783.7041682422,733011.8257378376,0.0
33431.40986421888,1311706.2770963437,739820.3569880914,0.0
33431.40986421888,1313612.5634967047,746628.8882383452,0.0
