"Defaulted Assets","Net Assets","Remaining Bank Assets","Defaulted Bank Count"
0.0,1237186.7080922334,1237186.7080922334,0.0
0.0,1237186.7080922334,1231129.2688932067,0.0
0.0,1237206.89955623,1224162.7162378402,0.0
575.4466283958892,1236674.9335388956,1226066.2517355734,0.0
575.4466283958892,1236710.2958115733,1227380.5108030923,0.0
575.4466283958892,1236741.3950949349,1228694.7698706111,0.0
575.4466283958892,1236768.217179016,1230009.0289381302,0.0
575.4466283958892,1236790.7478064855,1231323.288005649,0.0
575.4466283958892,1236808.9726724883,1232637.547073168,0.0
575.4466283958892,1236822.877424486,1233793.1015754715,0.0
575.4466283958892,1236832.976677316,1234187.3576555687,0.0
575.4466283958892,1236841.7954073886,1234581.613735666,0.0
575.4466283958892,1236849.3293462943,1225518.869171302,0.0
575.4466283958892,1236887.0975468776,1226229.171395331,0.0
575.4466283958892,1236922.6239673828,1226939.4736193595,0.0
575.4466283958892,1236955.9011352095,1227649.7758433882,0.0
575.4466283958892,1236986.921552849,1192576.244028514,0.0
575.4466283958892,1237134.9571445966,1193409.1154919052,0.0
575.4466283958892,1237280.7099501058,1193927.3043110715,0.0
575.4466283958892,1237425.221302236,1194445.4931302378,0.0
575.4466283958892,1237568.487062809,1194963.681949404,0.0
575.4466283958892,1237710.503079854,1195481.8707685706,0.0
575.4466283958892,1237851.2651875583,1196000.0595877368,0.0
575.4466283958892,1237990.7692062242,1146492.2870741494,0.0
575.4466283958892,1238295.7641466646,1147478.3289629072,0.0
575.4466283958892,1238598.4889306105,1148464.370851665,0.0
575.4466283958892,1238898.9359908737,1149450.4127404229,0.0
575.4466283958892,1239197.0977350418,1150436.4546291805,0.0
575.4466283958892,1239492.9665453946,1151422.4965179383,0.0
575.4466283958892,1239786.5347788194,1149618.4109891471,0.0
575.4466283958892,1240087.0951914517,1150956.4212472716,0.0
575.4466283958892,1240384.1974379325,1093702.3412152855,0.0
575.4466283958892,1240873.1369586748,1095356.3976173415,0.0
575.4466283958892,1241358.1927564791,1097010.4540193975,0.0
575.4466283958892,1241839.3518856028,1098664.5104214533,0.0
575.4466283958892,1242316.60135715,1050693.5108040874,0.0
942.7779724840784,1242588.0136482387,1052810.1039589213,0.0
942.7779724840784,1243220.6066805364,1037664.4756644111,0.0
942.7779724840784,1243905.7937839236,1040200.0867079962,0.0
942.7779724840784,1244584.81280751,1042735.6977515814,0.0
942.7779724840784,1245257.6431910298,1045271.3087951667,0.0
942.7779724840784,1245924.2643056826,1030492.055480393,0.0
942.7779724840784,1246642.3716684338,1033335.0278339458,0.0
942.7779724840784,1247353.396147882,976074.6325022378,0.0
942.7779724840784,1248257.6586933676,979183.6721985074,0.0
942.7779724840784,1249154.5719816838,982110.8725114412,0.0
942.7779724840784,1250044.7176465848,963904.9469980017,0.0
942.7779724840784,1250998.5168820801,967155.7781805783,0.0
942.7779724840784,1251944.6593444184,795030.8538841064,0.0
942.7779724840784,1253467.7053626196,798818.7207816035,0.0
942.7779724840784,1254983.2019778898,691468.6200299725,0.0
942.7779724840784,1256861.583917716,695927.8993517256,0.0
942.7779724840784,1258731.3628662694,700387.1786734788,0.0
942.7779724840784,1260592.5101469122,704846.4579952318,0.0
942.7779724840784,1262444.9969874178,534811.7377085743,0.0
942.7779724840784,1264870.4411850139,533908.1808257033,0.0
942.7779724840784,1267306.9820528785,539064.1496497624,0.0
942.7779724840784,1269734.4581608889,544220.1184738216,0.0
942.7779724840784,1272152.839293179,447072.27936159796,0.0
942.7779724840784,1274903.1078262844,453084.7083590315,0.0
942.7779724840784,1277642.5024911754,458954.1979491753,0.0
42512.08629555819,1238802.1551832412,464195.64068849065,0.0
42512.08629555819,1241384.1768982238,468974.5466750281,0.0
42512.08629555819,1243958.8756656346,459924.32134648296,0.0
42512.08629555819,1246572.3241800317,464962.6822238775,0.0
42512.08629555819,1249177.6896532192,470001.043101272,0.0
42512.08629555819,1251774.9451417257,475039.4039786666,0.0
42512.08629555819,1254364.0636122692,479889.6803828258,0.0
42512.08629555819,1256945.644889701,481111.5941630822,0.0
42512.08629555819,1259531.7583921228,486027.38577426085,0.0
42512.08629555819,1262110.1063008492,490943.17738543946,0.0
42512.08629555819,1264680.6627305672,495858.96899661806,0.0
42512.08629555819,1267243.4017096804,500774.76060779666,0.0
42512.08629555819,1269798.2971800203,505690.55221897527,0.0
42512.08629555819,1272345.322996557,510606.3438301539,0.0
42512.08629555819,1274884.4529271119,515522.1354413326,0.0
42512.08629555819,1277415.6606520645,520437.9270525112,0.0
42512.08629555819,1279938.919764063,525353.7186636898,0.0
42512.08629555819,1282454.203767731,529982.3850906232,0.0
42512.08629555819,1284962.4431633214,534531.0841636958,0.0
42512.08629555819,1287463.8810266536,539079.7832367684,0.0
42512.08629555819,1289958.4946859535,543628.4823098411,0.0
42512.08629555819,1292446.261393874,548177.1813829137,0.0
42512.08629555819,1294927.1583272438,552725.8804559864,0.0
42512.08629555819,1297401.1625868147,557274.579529059,0.0
42512.08629555819,1299868.2511970075,561823.2786021316,0.0
42512.08629555819,1302328.401105657,566371.9776752043,0.0
42512.08629555819,1304781.5891837585,570920.6767482769,0.0
42512.08629555819,1307227.7922252102,575469.3758213497,0.0
42512.08629555819,1309666.9869465565,571189.0133373538,0.0
42512.08629555819,1312128.5801919207,576125.4583299893,0.0
42512.08629555819,1314581.9239314604,581061.903322625,0.0
42512.08629555819,1317026.9906668235,585998.3483152606,0.0
42512.08629555819,1319463.7528079953,590934.7933078961,0.0
42512.08629555819,1321892.1826729956,595871.2383005316,0.0
42512.08629555819,1324312.2524875707,490489.1058964393,0.0
42512.08629555819,1327091.662976208,496100.81905260426,0.0
42512.08629555819,1329861.6324559534,426746.44956563145,0.0
42512.08629555819,1332872.0163989214,433424.744643523,0.0
42512.08629555819,1335870.173971439,440103.03972141456,0.0
42512.08629555819,1338856.0644189399,446781.334799306,0.0
42512.08629555819,1341829.646851005,453459.62987719756,0.0
42512.08629555819,1344790.880240918,460137.92495508905,0.0
42512.08629555819,1347739.723425204,466816.2200329806,0.0
42512.08629555819,1350676.135103178,473340.66575464385,0.0
42512.08629555819,1353600.5866676734,479711.5995225678,0.0
42512.08629555819,1356513.5499581574,486082.5332904919,0.0
42512.08629555819,1359414.9866803829,492453.46705841593,0.0
42512.08629555819,1362304.8584124562,498824.40082633996,0.0
42512.08629555819,1365183.12660441,505195.3345942639,0.0
42512.08629555819,1368049.7525777775,511566.26836218796,0.0
42512.08629555819,1370904.6975251627,517937.20213011204,0.0
42512.08629555819,1373747.9225098127,524308.135898036,0.0
42512.08629555819,1376579.3884651859,530570.7025811864,0.0
42512.08629555819,1379399.4174181325,536553.8904295475,0.0
42512.08629555819,1382208.9025080944,542537.0782779085,0.0
42512.08629555819,1385007.808588862,548520.2661262697,0.0
42512.08629555819,1387796.1003970704,554503.4539746307,0.0
42512.08629555819,1390573.742551812,560486.6418229919,0.0
42512.08629555819,1393340.6995542415,566469.829671353,0.0
42512.08629555819,1396096.9357871844,572377.0932136916,0.0
42512.08629555819,1398842.6685957632,578036.65019241,0.0
42512.08629555819,1401578.6886571073,583639.5789074467,0.0
42512.08629555819,1404305.152356273,589039.680995308,0.0
42512.08629555819,1407022.7039274764,594439.7830831694,0.0
42512.08629555819,1409731.313663624,599839.8851710305,0.0
42512.08629555819,1412430.9517585994,605239.9872588919,0.0
42512.08629555819,1415121.588306932,610640.0893467532,0.0
42512.08629555819,1417803.1933034658,616040.1914346146,0.0
42512.08629555819,1420475.7366430291,621440.2935224759,0.0
42512.08629555819,1423139.1881200974,626840.3956103371,0.0
42512.08629555819,1425793.5174284636,632240.4976981984,0.0
42512.08629555819,1428438.6941608978,637640.5997860598,0.0
42512.08629555819,1431074.687808814,537927.6949546447,0.0
42512.08629555819,1434051.8444516612,543850.0252056613,0.0
42512.08629555819,1437019.1838491478,549772.355456678,0.0
42512.08629555819,1439976.673277123,555694.6857076946,0.0
42512.08629555819,1442924.2799023543,561617.0159587113,0.0
42512.08629555819,1445861.9707821668,567539.3462097279,0.0
42512.08629555819,1448789.7128640746,573461.6764607446,0.0
